id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above
2946000285,20150302T000000,200000.0,,,1170,10051,1.0,0,0,4,7,1170
6848200221,20140902T000000,635000.0,3.0,3.5,1730,1349,3.0,0,0,3,9,1350
952004725,20141106T000000,280000.0,2.0,1.0,880,5750,,0,0,3,6,880
7852110050,20140625T000000,574000.0,3.0,2.5,2380,6832,,0,0,3,8,2380
5536100010,20150204T000000,1050000.0,4.0,1.0,1330,9729,1.0,0,0,3,6,1330
5703000050,20140508T000000,545000.0,,,1780,191228,2.0,0,2,3,8,1780
6071800480,20150327T000000,271950.0,3.0,,1220,8400,,0,0,4,7,1220
1954600050,20140716T000000,630000.0,5.0,1.75,2490,24969,1.0,0,2,4,8,1540
3819800280,20140819T000000,400000.0,2.0,,1180,10800,1.0,0,0,3,7,1180
7300400170,20140910T000000,334000.0,4.0,2.5,2310,6200,2.0,0,0,3,8,2310
9834201100,20141222T000000,332500.0,,,1440,4855,2.0,0,0,4,7,1440
8850000509,20140923T000000,525000.0,2.0,1.5,1620,1444,,0,0,3,9,1080
4123840470,20150224T000000,408000.0,3.0,2.5,2620,8403,2.0,0,0,3,8,2620
1150900080,20150427T000000,846450.0,4.0,2.5,3710,7491,2.0,0,0,3,9,3710
514500235,20141020T000000,411100.0,3.0,1.5,1040,10323,1.0,0,0,4,7,1040
1522059120,20140709T000000,409124.0,5.0,3.25,3320,11340,2.0,0,0,4,8,2480
2895600680,20140707T000000,335950.0,2.0,1.5,800,5192,1.0,0,0,5,7,800
8087800480,20150331T000000,480000.0,5.0,2.5,2040,9597,1.0,0,0,4,7,1240
7931000066,20141224T000000,280000.0,,1.75,1960,30144,,0,0,3,7,980
5406500480,20140721T000000,668000.0,4.0,2.5,2670,4410,2.0,0,0,3,8,2670
2540820010,20150427T000000,750000.0,4.0,,2930,8641,2.0,?,0,3,8,2930
3300700470,20140514T000000,394475.0,2.0,1.0,830,4000,1.0,0,0,3,6,830
8823902005,20150326T000000,848000.0,5.0,1.75,2290,4320,2.0,0,0,3,7,1980
6003001760,20140924T000000,675000.0,,1.5,2510,3600,,0,0,4,8,2510
1432400095,20141106T000000,175000.0,3.0,1.0,1280,7572,1.0,0,0,4,6,1280
2483700095,20141106T000000,560000.0,4.0,,1810,6000,1.0,0,1,3,8,1350
6600220380,20140531T000000,538888.0,5.0,2.75,2080,13189,2.0,0,0,3,8,2080
3990200020,20140908T000000,359000.0,,1.75,1680,9244,2.0,0,0,3,8,1680
112900020,20140701T000000,300000.0,3.0,,1660,5128,,0,0,3,7,1660
8700110020,20140917T000000,273000.0,,2.5,1650,5994,2.0,0,0,4,7,1650
9831200221,20140710T000000,670000.0,3.0,,1420,1438,2.0,0,0,3,9,1280
8078400010,20141118T000000,530000.0,4.0,2.25,2240,8376,,0,0,3,8,1740
9550200225,20140711T000000,625000.0,3.0,,1230,3060,1.0,0,0,3,7,910
2946001950,20150505T000000,248000.0,3.0,1.0,1260,6000,1.0,0,0,4,6,1260
3905050280,20140819T000000,533000.0,3.0,2.5,2060,4812,2.0,0,0,3,8,2060
3026059341,20141211T000000,549950.0,4.0,3.5,3090,10510,1.0,0,0,3,8,2190
7292700005,20141014T000000,485000.0,,,3220,7392,,0,0,4,8,2010
8856970440,20150506T000000,353500.0,,2.5,2020,4845,,0,0,3,7,2020
7504001440,20140915T000000,435000.0,2.0,,1910,12142,,0,0,3,9,1910
8068000305,20141104T000000,241000.0,3.0,1.0,1150,10000,1.0,0,0,3,6,1000
1681400010,20140519T000000,885000.0,4.0,2.75,2730,3560,,0,0,3,8,1550
6850700670,20140513T000000,799200.0,6.0,3.0,2890,2370,2.5,0,0,3,7,2290
1546600020,20150114T000000,760000.0,3.0,2.5,2280,12746,1.0,0,0,4,8,1490
8071000050,20141113T000000,270000.0,,,1040,5700,1.0,0,0,3,6,1040
1036000280,20150217T000000,675000.0,,,2440,7475,1.0,0,0,4,9,2040
5422560380,20141222T000000,499000.0,3.0,,1720,5940,1.0,0,0,4,8,1000
1762600280,20140714T000000,1202500.0,3.0,,3430,28718,,0,0,3,10,3430
5416500840,20140627T000000,320000.0,,2.5,2570,4865,,0,0,3,8,2570
3523069008,20150505T000000,890000.0,,3.25,4360,210254,1.0,0,0,3,10,2320
8001210170,20140822T000000,275000.0,,2.75,2060,7350,1.0,0,0,3,7,1210
6806300920,20140610T000000,490000.0,,2.5,3020,8302,2.0,0,0,4,10,3020
9826701665,20140725T000000,550000.0,3.0,,2340,4200,1.5,0,0,3,7,1540
2253200010,20150507T000000,390000.0,5.0,2.0,2400,9537,1.0,0,0,5,7,1210
1941400080,20141020T000000,277000.0,,2.25,1610,11920,1.0,0,0,4,7,1110
3317010130,20150317T000000,236000.0,,1.75,1090,7647,1.0,0,0,3,7,1090
1721059230,20150304T000000,265953.0,3.0,,1470,13068,1.0,0,0,4,7,1470
9328500630,20150302T000000,545000.0,3.0,,1670,6240,1.0,0,0,4,8,1240
6301800020,20140506T000000,535000.0,3.0,2.5,1850,10109,2.0,0,0,3,8,1850
7855000460,20141007T000000,1450000.0,,2.75,3940,9671,1.0,0,4,5,9,2140
9320350020,20140630T000000,490000.0,4.0,,2330,3497,2.0,0,0,3,9,1920
7849201061,20150408T000000,319950.0,,,2020,7200,1.5,0,0,4,6,2020
3885805640,20140704T000000,625000.0,3.0,,1300,7200,1.0,0,0,5,7,1300
8960200630,20150220T000000,248000.0,,1.0,1180,6947,1.0,0,0,4,7,1180
1736800920,20150421T000000,475000.0,3.0,1.75,1320,7840,1.0,0,0,3,8,1320
6152900402,20140619T000000,410000.0,6.0,2.75,2520,9324,,0,0,4,7,1320
9822700255,20140505T000000,670000.0,,,1680,2000,3.0,0,0,3,9,1680
1423069102,20150331T000000,430000.0,3.0,2.5,2000,35438,2.0,0,0,3,7,2000
5279100675,20141028T000000,313000.0,,1.0,1180,4900,,0,0,5,6,1180
2524049056,20140714T000000,950000.0,,,3330,15093,2.5,0,0,3,9,3330
4232400470,20140527T000000,751750.0,2.0,2.0,1880,5400,1.5,0,0,3,8,1880
8562740440,20140909T000000,760000.0,4.0,2.5,2990,5280,2.0,0,0,3,9,2210
8114000020,20150128T000000,310650.0,3.0,1.75,1510,12408,,0,0,4,7,1510
6600780130,20140502T000000,367500.0,,3.0,3110,7231,2.0,0,0,3,8,3110
5100403947,20140804T000000,580000.0,4.0,,2150,5000,2.0,0,0,3,8,2150
1189000825,20140702T000000,580000.0,3.0,2.25,1900,3960,,0,0,3,8,1200
3066400080,20140602T000000,665000.0,,2.5,2720,10000,,0,0,3,10,2720
2214800630,20141105T000000,239950.0,3.0,2.25,1560,8280,2.0,0,0,4,7,1560
4027701253,20140813T000000,470000.0,4.0,2.5,1990,30083,2.0,0,0,3,8,1990
9547205260,20140815T000000,733000.0,3.0,1.75,1740,3060,1.0,0,0,5,8,950
9320600020,20150130T000000,250000.0,4.0,,2130,8400,1.0,0,0,3,7,1350
2807100095,20140908T000000,402000.0,4.0,,1510,9176,1.0,0,0,5,7,1510
8067000020,20140611T000000,295000.0,5.0,3.5,2100,5107,2.0,0,0,3,7,1410
8731980440,20141016T000000,355000.0,,2.5,2344,8000,1.0,0,0,4,8,1560
5112800233,20140909T000000,289000.0,3.0,1.5,1970,22486,1.0,0,0,4,6,1970
6141600179,20141112T000000,376000.0,,2.25,1470,9140,2.0,0,2,3,7,1470
8122100595,20140627T000000,212700.0,2.0,,940,5040,1.0,0,0,3,7,940
5467910190,20140527T000000,325000.0,3.0,1.75,1780,13095,,0,0,4,9,1780
808300460,20140811T000000,415000.0,4.0,,2230,5743,2.0,0,0,3,7,2230
7785350010,20150402T000000,935000.0,3.0,2.5,3570,15151,1.0,0,0,4,8,2400
2133020020,20150116T000000,372000.0,3.0,2.5,1920,15260,2.0,0,0,3,7,1920
2588800006,20141021T000000,240000.0,3.0,1.5,1290,8366,,0,0,3,7,1020
5169700022,20140915T000000,334950.0,3.0,1.75,1880,16262,1.0,0,0,5,7,1880
5416500660,20150430T000000,426500.0,4.0,2.5,2960,4640,2.0,0,0,3,9,2960
6117502745,20150224T000000,430000.0,2.0,,1840,14874,,0,2,3,8,1300
2624049169,20141211T000000,400000.0,3.0,,1890,6183,,0,0,3,7,1090
1426300842,20150428T000000,455850.0,3.0,2.25,1820,6000,1.0,0,0,4,7,1120
824059321,20140602T000000,1965220.0,,3.5,4370,8510,2.0,0,1,3,10,3610
126049217,20140604T000000,400000.0,,1.75,1530,10731,1.0,0,0,3,7,1530
2201500185,20140808T000000,397500.0,,1.0,1030,10480,1.0,0,0,4,7,1030
1972205790,20141211T000000,755000.0,3.0,2.5,2000,1950,,0,0,3,8,2000
6843000080,20140709T000000,287000.0,5.0,1.5,1730,9230,1.0,0,0,3,7,1010
1442700250,20140716T000000,480000.0,4.0,,3620,16000,2.0,0,0,3,9,3620
2607760680,20150416T000000,490000.0,3.0,2.5,2040,9622,2.0,0,0,3,8,2040
3523059056,20140618T000000,365000.0,3.0,2.5,2640,6715,2.0,0,0,3,8,1680
1657530010,20150224T000000,260000.0,3.0,,1600,2244,2.0,0,0,3,7,1600
7276100020,20150414T000000,505000.0,4.0,,1480,12675,1.5,0,0,4,7,1480
9828200460,20140627T000000,260000.0,,,700,4800,1.0,0,0,3,7,700
9828200460,20150106T000000,430000.0,2.0,1.0,700,4800,1.0,0,0,3,7,700
5608000840,20140724T000000,905000.0,4.0,2.5,3520,12193,2.0,0,0,4,10,3520
5422560470,20141203T000000,440000.0,3.0,,1650,6408,2.0,0,0,4,8,1650
446000020,20140913T000000,439500.0,,1.0,1360,5500,1.5,0,0,3,7,1360
9476200545,20150127T000000,270000.0,,,1350,6696,1.0,0,0,5,6,680
8648100130,20150429T000000,306500.0,3.0,2.5,1970,6291,2.0,0,0,4,7,1970
9358002232,20141019T000000,380000.0,3.0,,1470,1656,,0,0,3,8,1310
2212900920,20140722T000000,215000.0,4.0,1.75,1610,9652,,0,0,5,7,1610
6149700380,20150206T000000,299900.0,2.0,,810,6150,1.0,0,0,3,7,810
4340000080,20150327T000000,1450000.0,4.0,3.5,2820,7809,,0,0,3,10,2820
3751605432,20140513T000000,239950.0,,1.0,1900,33888,1.5,0,0,4,5,1900
6384300020,20140623T000000,494000.0,4.0,,1830,7345,1.0,0,0,4,8,1540
3450300430,20150105T000000,317500.0,4.0,1.5,1730,7700,,0,0,4,7,1010
1245001763,20150303T000000,670000.0,4.0,2.5,2110,7291,2.0,0,0,4,7,2110
7853240660,20140820T000000,650000.0,3.0,2.5,3060,7831,2.0,0,2,3,9,3060
3723800414,20150320T000000,852000.0,4.0,2.5,2620,7328,,0,0,3,8,2620
5104500020,20140617T000000,250000.0,2.0,1.5,1088,1360,2.0,0,0,3,7,1088
5438000080,20141210T000000,264950.0,3.0,1.5,1400,10853,1.0,0,0,4,7,1400
9498200091,20140925T000000,582500.0,2.0,2.0,1540,6804,,0,0,5,7,1020
1498301213,20150311T000000,384000.0,,2.5,1540,1564,2.0,0,0,3,7,1300
2652500285,20141028T000000,817000.0,3.0,1.5,2310,3360,1.5,0,0,3,8,1790
5127000430,20141201T000000,320000.0,4.0,1.75,1730,9520,,0,0,4,7,1730
4017110020,20140630T000000,445800.0,4.0,,2070,39446,1.0,0,0,3,8,1470
3336001946,20150307T000000,263300.0,2.0,,900,4500,,0,0,3,7,900
5253300387,20150128T000000,215000.0,3.0,1.0,860,6635,1.0,0,0,3,6,860
9222400605,20141115T000000,842500.0,5.0,,2980,4500,1.5,0,0,3,7,2070
9222400605,20150411T000000,850000.0,,,2980,4500,1.5,0,0,3,7,2070
2163300130,20141001T000000,386000.0,,2.5,2740,12413,,0,0,3,7,2740
8662500130,20141209T000000,251100.0,4.0,2.5,1790,5257,2.0,0,0,3,7,1790
1770000130,20141126T000000,435000.0,3.0,1.75,1750,16748,1.0,0,0,3,7,1330
1888120080,20140922T000000,870000.0,4.0,4.0,3610,12811,2.0,0,0,3,10,3610
862000020,20150206T000000,800000.0,,1.0,1430,20620,2.0,0,0,3,7,1430
7199100020,20140714T000000,555000.0,3.0,1.75,1570,15500,1.0,0,0,4,7,1570
9169600275,20140723T000000,280000.0,2.0,,2280,37500,2.0,0,0,3,7,2280
2767601815,20150317T000000,356000.0,,,940,2366,1.0,0,0,3,6,940
7853221330,20141203T000000,675000.0,4.0,2.5,2920,6000,2.0,0,4,3,9,2920
7504010780,20141226T000000,605000.0,4.0,,2260,11900,2.0,0,0,3,9,2260
5015000190,20140625T000000,690500.0,5.0,,2000,4211,1.5,0,2,4,7,1280
8682260470,20140619T000000,437000.0,,1.75,1440,4225,,0,0,3,8,1440
4122700020,20140710T000000,850000.0,5.0,2.0,2310,13430,1.5,0,0,4,8,2310
8850000285,20140612T000000,350000.0,4.0,2.25,2300,4600,1.5,0,0,4,7,1340
4174600185,20140622T000000,480000.0,2.0,2.25,1490,6770,1.5,0,0,3,8,1490
7229800430,20140723T000000,379500.0,3.0,2.25,1830,25641,2.0,0,0,3,8,1830
42000130,20140924T000000,600000.0,5.0,4.5,4440,9784,2.0,0,0,3,10,4440
4139430250,20150330T000000,1436000.0,4.0,3.5,4970,16582,2.0,0,3,4,11,3930
9834201470,20141218T000000,303000.0,2.0,1.5,1000,1075,,0,0,3,7,840
4058801702,20150206T000000,800000.0,,,4940,10037,1.0,0,4,3,9,3450
3363400655,20140724T000000,549000.0,2.0,2.0,1980,6000,1.5,0,0,5,7,1220
8700500020,20141126T000000,324950.0,3.0,2.5,1560,9600,1.0,0,0,3,7,1210
8148600020,20140926T000000,170000.0,2.0,1.0,870,6537,1.0,0,0,3,6,870
8651430780,20140715T000000,178000.0,3.0,1.0,840,6500,1.0,0,0,5,6,840
1432400345,20150421T000000,144000.0,,1.0,1250,8314,1.0,0,0,3,6,1250
2524049148,20150317T000000,1580000.0,4.0,,3120,20031,1.0,0,2,4,9,1980
2475900840,20150427T000000,258000.0,2.0,1.0,750,7000,1.0,0,0,3,6,750
7452500190,20141016T000000,345000.0,,1.75,710,5050,,0,0,4,6,710
3459000050,20140610T000000,470000.0,3.0,1.75,2290,14800,1.0,0,0,3,8,1620
2624049091,20150313T000000,2903000.0,5.0,2.5,3750,91681,2.0,1,4,3,10,3750
1138000250,20140521T000000,350000.0,3.0,1.5,980,7790,1.0,0,0,5,7,980
4399210130,20140626T000000,225500.0,,1.75,1590,11276,1.0,0,0,4,7,1590
2770601365,20150224T000000,473000.0,2.0,,940,4000,1.0,0,0,3,6,720
7272000980,20150226T000000,279000.0,3.0,1.75,1750,9623,1.0,0,0,3,7,1150
1566100010,20150414T000000,470000.0,3.0,,1460,8227,1.0,0,0,3,6,880
6338000592,20140820T000000,565000.0,,1.75,1540,4800,1.0,0,0,4,6,770
2815600305,20150422T000000,695000.0,3.0,2.0,2560,6800,1.0,0,1,4,8,1380
561500290,20140711T000000,315000.0,3.0,,1660,37642,,0,0,4,7,1660
3905080280,20150304T000000,529000.0,3.0,2.5,1880,4499,2.0,0,0,3,8,1880
925069071,20150126T000000,750000.0,5.0,,3500,101494,,0,0,3,8,3500
2426049174,20141029T000000,481500.0,3.0,2.25,1840,10500,,0,0,3,7,1840
9407600250,20150327T000000,211000.0,,2.0,1060,7412,1.0,0,0,3,7,1060
7955050170,20150410T000000,455000.0,3.0,,1790,7500,1.0,0,0,3,7,1390
7224000950,20141103T000000,238950.0,,1.0,810,4838,1.0,0,0,3,5,810
464001025,20140918T000000,722500.0,4.0,3.5,2600,5100,2.0,0,0,3,8,1820
5569700020,20140730T000000,795000.0,,,3230,19193,1.0,0,3,4,8,2000
1310910290,20150507T000000,327500.0,4.0,,2240,9600,2.0,0,0,3,8,2240
5104531640,20150323T000000,585000.0,,3.0,3400,5100,,0,0,3,9,3400
1025039145,20140613T000000,775000.0,4.0,,3140,10875,1.0,0,1,3,7,1940
5406500170,20141024T000000,645000.0,4.0,2.5,2780,4200,,0,0,3,8,2780
1826049426,20150105T000000,445000.0,,2.75,2320,12368,1.0,0,0,3,8,1670
2011000010,20140502T000000,257950.0,,,1370,5858,1.0,0,0,3,7,1370
9368700006,20150324T000000,375000.0,5.0,,2230,7560,1.0,0,0,3,7,1230
8016250080,20140709T000000,245000.0,3.0,,1610,7223,2.0,0,0,3,7,1610
4053200285,20140811T000000,725000.0,3.0,,3410,41022,2.0,0,0,3,11,3410
5411600020,20150304T000000,702000.0,,,2810,4922,2.0,0,0,3,9,2810
847100078,20140818T000000,330000.0,3.0,1.75,1850,14986,2.0,0,0,3,6,1850
4232903295,20150416T000000,940000.0,,1.5,1790,4800,1.5,0,0,3,8,1790
7979900680,20150305T000000,354500.0,,,1150,11396,1.5,0,0,4,7,1150
492000532,20150222T000000,279950.0,,2.75,2420,8700,1.5,0,0,4,7,2420
2310000430,20150507T000000,284000.0,3.0,2.25,1580,7034,1.0,0,0,4,7,1180
8832900780,20141013T000000,480000.0,,2.0,1760,21562,,0,1,3,8,1560
8832900780,20150408T000000,647500.0,,,1760,21562,1.0,0,1,3,8,1560
3249500020,20150406T000000,625000.0,3.0,,2750,35000,2.0,0,0,3,9,2750
8651442810,20140710T000000,152000.0,,1.0,920,4875,1.0,0,0,4,7,920
8564500020,20150127T000000,322000.0,,1.0,960,10181,1.0,0,0,3,7,960
3019300050,20140731T000000,445000.0,3.0,1.75,1120,4000,1.0,0,0,4,7,870
2460900020,20140730T000000,595000.0,3.0,,1560,3960,1.5,0,0,4,7,1560
2698200010,20150513T000000,165000.0,3.0,,1380,7334,1.0,0,0,3,7,980
104560010,20140610T000000,278500.0,4.0,2.5,1940,6206,2.0,0,0,3,7,1940
5710610430,20150313T000000,517500.0,,1.75,1810,10625,1.0,0,0,3,8,1370
34000005,20140618T000000,343566.0,2.0,1.0,1100,4200,,0,0,3,7,1100
7349400420,20141105T000000,286285.0,4.0,2.25,1980,9714,1.0,0,0,3,7,1170
3298300130,20150206T000000,474905.0,,1.5,1340,6200,,0,0,5,6,1340
7312400080,20140714T000000,550000.0,,1.75,1680,4800,1.0,0,0,4,7,1400
3356404198,20150129T000000,286000.0,,2.5,2060,16000,,0,0,3,6,2060
2344300122,20140808T000000,900000.0,3.0,3.25,2620,7215,1.0,0,0,4,8,1770
3904901330,20140820T000000,449950.0,,,1610,5159,2.0,0,0,3,7,1610
7524100280,20140612T000000,259000.0,4.0,1.5,1490,7560,2.0,0,0,3,7,1490
2473390440,20141202T000000,340000.0,3.0,2.25,1900,8125,,0,0,3,7,1540
2215800050,20150415T000000,785000.0,4.0,2.5,3440,56192,2.0,0,0,3,9,3440
2769602475,20140509T000000,490000.0,,,1840,3300,1.5,0,0,4,6,1130
9183700470,20140527T000000,344950.0,4.0,2.0,2330,6250,1.0,0,0,4,7,1400
1337800284,20140827T000000,950000.0,3.0,,2250,2975,2.0,?,0,4,9,1880
3867400130,20140709T000000,810000.0,4.0,1.75,2000,3988,1.0,0,4,4,7,1000
7856410020,20150309T000000,998160.0,2.0,2.5,3010,16050,1.0,0,3,4,9,1260
9477730080,20141210T000000,377000.0,3.0,1.75,1680,7389,1.0,0,0,3,8,1150
3300760020,20140826T000000,595000.0,,2.0,1530,6773,,0,0,4,8,1530
148000440,20140818T000000,313300.0,2.0,1.0,970,4800,1.0,0,0,3,6,970
1708400595,20140725T000000,360000.0,5.0,1.75,1550,5225,,0,0,4,7,1550
9264901680,20150323T000000,188000.0,3.0,,1660,7350,1.0,0,0,2,8,1660
3226079091,20140912T000000,755000.0,3.0,,3680,203860,,0,0,3,9,3680
2877104175,20140910T000000,1289000.0,5.0,,3210,4060,,0,2,3,10,2290
8843900396,20140714T000000,455000.0,3.0,,1480,13280,,0,0,3,6,1480
1425059193,20141009T000000,817500.0,5.0,3.5,3600,9312,,0,3,3,10,2680
5694000768,20140922T000000,550000.0,3.0,2.25,1700,1481,3.0,0,0,3,8,1700
8732190460,20150505T000000,260000.0,3.0,,1680,8725,,0,0,3,8,1240
723099028,20140626T000000,320000.0,3.0,2.0,1550,34175,1.5,0,0,3,7,1550
4139480190,20140916T000000,1153000.0,3.0,3.25,3780,10623,1.0,0,1,3,11,2650
1133000050,20150420T000000,362000.0,,2.5,2360,7370,1.0,0,0,3,7,1460
2770601462,20150423T000000,503500.0,3.0,2.5,1810,1750,2.0,0,0,3,7,1350
3630120480,20140602T000000,653000.0,3.0,,2290,3475,,0,0,3,9,2290
624110050,20140604T000000,760000.0,,2.75,3370,12447,2.0,0,0,3,10,3370
2301400655,20141125T000000,775000.0,4.0,,2090,5050,1.0,0,0,4,7,1090
7936500190,20141021T000000,1339000.0,4.0,3.75,2130,34689,1.5,1,4,3,9,2130
126039323,20150224T000000,417500.0,5.0,1.75,2060,10911,,0,0,4,7,1360
9512500460,20140711T000000,525000.0,3.0,1.5,1560,9350,1.0,0,0,4,7,1220
7203601405,20150414T000000,217000.0,2.0,1.0,730,2400,1.0,0,1,3,4,730
6204200170,20140709T000000,525000.0,4.0,,2910,6308,1.0,0,0,3,8,1640
5027800190,20150324T000000,442500.0,4.0,2.25,2490,8700,1.0,0,0,3,7,1890
2206500430,20140709T000000,525000.0,4.0,1.75,1710,10440,1.0,0,0,4,7,1710
9477001410,20150225T000000,425500.0,4.0,1.75,1520,10630,,0,0,4,7,1520
2324079073,20140815T000000,710000.0,3.0,2.75,2930,218235,,0,2,3,8,2930
2817210420,20141114T000000,545000.0,,3.0,3160,10948,1.0,0,3,3,8,1930
1402200440,20150212T000000,410000.0,5.0,,2910,16410,1.5,0,0,4,8,2910
1545808370,20150422T000000,245000.0,3.0,2.25,1700,8100,,0,0,3,7,1200
7335400500,20140711T000000,194900.0,2.0,1.0,810,6697,1.0,0,0,4,6,810
1843130980,20140506T000000,284000.0,4.0,,2000,5390,2.0,0,0,3,7,2000
9262800255,20140819T000000,280000.0,2.0,1.75,1894,52769,1.5,0,0,4,6,1520
8656800190,20141002T000000,280000.0,,,2080,87991,1.0,0,0,3,6,1040
2113700235,20140512T000000,360000.0,4.0,2.0,1730,5500,1.0,0,0,5,7,1010
4235400255,20140905T000000,405000.0,2.0,1.0,720,4323,,0,0,3,6,720
8691360380,20150414T000000,865000.0,4.0,,3560,13981,,0,0,3,10,3560
2205500080,20140610T000000,483300.0,4.0,,1210,11100,1.0,0,0,4,7,1210
4137000250,20150318T000000,355000.0,4.0,2.5,2130,9268,2.0,0,0,4,8,2130
2310010050,20150430T000000,274950.0,3.0,,1570,8767,1.0,0,0,3,7,1180
1370802115,20141205T000000,1925000.0,,,3950,6134,2.0,0,3,3,11,2880
6117900010,20141231T000000,755000.0,3.0,3.25,3450,15586,2.0,0,0,3,11,2690
2626069030,20150209T000000,1940000.0,,5.75,7220,223462,2.0,0,4,3,12,6220
9407102360,20140616T000000,309212.0,3.0,1.75,1150,9600,,0,0,3,7,1150
104510440,20140604T000000,219950.0,3.0,2.25,1500,7615,1.0,0,0,3,7,1150
7519000170,20140723T000000,690000.0,3.0,,1300,5150,1.5,0,0,4,7,1300
2113700500,20141005T000000,250800.0,3.0,,1290,4000,1.0,?,0,3,6,1170
1560930050,20150325T000000,557500.0,3.0,2.0,2510,35255,1.0,0,2,3,9,2510
9550204590,20140624T000000,941000.0,4.0,1.75,2320,3825,1.5,0,0,5,8,1820
4217402115,20150421T000000,3650000.0,6.0,4.75,5480,19401,,1,4,5,11,3910
9412710440,20150422T000000,305000.0,,2.75,2030,8600,,0,0,4,7,1230
6043400006,20140729T000000,815000.0,,1.5,2060,16110,1.0,0,0,4,8,2060
1024039049,20140512T000000,1015000.0,3.0,,2920,34527,1.0,0,4,4,9,1800
1250204835,20140908T000000,1240000.0,4.0,3.0,3330,6990,,0,3,5,9,2330
6388920460,20141226T000000,535000.0,3.0,2.5,2110,8164,2.0,0,0,3,9,2110
1925059049,20140721T000000,775000.0,3.0,,1175,10454,,0,0,4,6,1175
7760400420,20140718T000000,255000.0,3.0,2.0,1590,8670,1.0,0,0,3,7,1590
6163901271,20140811T000000,327000.0,2.0,1.0,1070,9750,1.0,0,0,3,7,1070
5437200050,20141120T000000,560000.0,4.0,2.0,2720,8819,2.0,0,3,3,8,2240
3885806565,20150130T000000,1339000.0,,3.5,2980,6349,2.0,0,3,3,9,2980
8651443190,20141204T000000,199500.0,3.0,1.75,1160,5200,1.0,0,0,4,7,1160
1722069145,20141223T000000,760000.0,4.0,2.5,3580,97574,2.0,0,0,3,9,3580
7883605985,20150330T000000,439000.0,3.0,2.25,3020,6000,3.0,0,2,3,8,1980
4038700190,20140930T000000,527000.0,4.0,2.25,2380,5250,1.0,0,0,4,7,1410
8661000089,20140716T000000,199950.0,,2.75,2270,13590,1.5,0,0,4,6,1300
2329800430,20150204T000000,254000.0,,,1660,8188,,0,0,4,7,1660
6431500280,20150323T000000,393000.0,,1.0,830,5000,1.0,0,0,4,7,830
6204430250,20141121T000000,585000.0,5.0,2.25,2480,12614,,0,0,4,8,1860
4365200630,20140716T000000,450000.0,,2.0,1900,7740,,0,0,4,7,1150
3630120050,20140625T000000,565000.0,2.0,1.75,1670,4008,1.0,0,0,3,9,1670
7844200050,20140522T000000,330000.0,5.0,,2000,7900,1.0,0,0,4,7,1300
1240700006,20150511T000000,870000.0,3.0,2.0,2320,65340,1.5,0,0,3,9,2320
8563000470,20140723T000000,585000.0,4.0,2.5,1860,8117,1.0,0,0,4,8,1460
3221069091,20141106T000000,500000.0,3.0,2.5,2110,208737,2.0,0,3,3,9,2110
8645530010,20140515T000000,225000.0,3.0,,1400,7384,1.0,0,0,3,7,1150
8645530010,20150325T000000,295000.0,,2.0,1400,7384,1.0,?,0,3,7,1150
2141300420,20140626T000000,775000.0,3.0,2.75,2850,14800,1.0,0,0,4,9,1920
9407101900,20140717T000000,280000.0,3.0,,1370,11050,1.0,0,0,3,7,1370
1931300425,20140908T000000,539000.0,,2.5,2170,3200,,0,0,5,7,1280
9290800050,20150324T000000,567500.0,,1.75,2570,14033,,0,2,4,8,2570
9421500010,20150205T000000,442500.0,4.0,2.25,1970,7902,,0,0,3,8,1310
3333500151,20150507T000000,598200.0,,3.75,2980,4635,3.0,0,0,3,8,2980
3759500006,20141014T000000,610000.0,,2.5,2300,10843,2.0,0,0,5,8,2300
4221270290,20141121T000000,544900.0,,,1990,4936,,0,0,3,8,1990
1775801405,20141216T000000,557500.0,4.0,2.5,2390,38258,2.0,0,0,3,8,2390
3575302575,20140811T000000,532500.0,3.0,2.5,2160,7500,1.0,?,1,3,7,1430
2581300010,20140609T000000,1350000.0,,3.25,3300,15907,2.0,0,0,5,10,3300
8805900080,20150430T000000,750000.0,,2.0,1840,2825,,0,0,3,7,1040
8121200460,20141119T000000,530000.0,,2.5,2030,10958,2.0,0,0,3,8,2030
2461900609,20140717T000000,346100.0,,2.5,1400,2036,2.0,0,0,3,7,1400
3298600440,20140810T000000,260000.0,,2.25,2320,16800,2.0,0,0,4,9,2320
643300010,20140829T000000,365000.0,3.0,1.75,1410,9150,,0,0,5,7,1410
224069102,20140908T000000,615000.0,3.0,2.0,1860,42800,1.0,0,0,4,7,930
8856960050,20140724T000000,318400.0,,,1820,6916,2.0,0,0,3,7,1820
4024101478,20150303T000000,498500.0,4.0,2.5,1910,7172,,0,0,3,8,1910
1839910470,20150408T000000,450000.0,,1.75,1540,7490,1.0,0,0,5,7,1540
3668000670,20150327T000000,200000.0,,2.0,1430,7905,1.0,0,0,4,7,1430
1274500420,20140909T000000,234000.0,3.0,1.0,1010,8906,1.0,0,0,5,7,1010
8151600470,20140804T000000,121800.0,2.0,1.0,940,8384,1.0,0,0,3,5,940
56000095,20140626T000000,805000.0,,,2600,5875,,0,2,5,8,1600
3432500980,20140708T000000,410000.0,,2.25,2060,7283,,0,0,3,8,1220
7940700050,20150218T000000,475000.0,,,1920,4534,,0,0,3,8,1920
