id,Reviews,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
2330,315,0,Everyone,Medical,"October 10, 2017",1.0.02,4.0 and up
2331,87418,0,Everyone,,"July 16, 2018",2.25.0,4.4 and up
2332,21189,0,Everyone,Medical,"August 6, 2018",3.52.1,5.0 and up
2333,1746,0,Everyone,Medical,"July 25, 2018",2.1.3,4.1 and up
2334,69126,0,Everyone,Medical,"June 1, 2018",2.6.1,4.1 and up
2335,453,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up
2336,10710,0,Everyone,Medical,"July 3, 2018",2.15,5.0 and up
2337,700,0,Everyone,,"June 21, 2018",3.3.0,4.4 and up
2338,914,0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up
2339,15875,0,Everyone,,"May 22, 2018",Varies with device,4.4 and up
2340,503,0,Everyone,,"June 10, 2018",3.2.4,5.0 and up
2341,488,0,Everyone,Medical,"August 1, 2018",3.8,4.1 and up
2342,190,0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up
2343,15,0,Everyone,Medical,"July 19, 2018",1.16.0,4.1 and up
2344,26862,0,Everyone,Medical,"June 25, 2018",25.3.1,4.0.3 and up
2345,100082,0,Everyone,Medical,"July 9, 2018",1.2.2,4.1 and up
2346,27,0,Everyone,Medical,"April 19, 2018",1.0.0,4.1 and up
2347,72167,0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up
2348,21,0,Everyone,,"June 11, 2018",1.1,4.1 and up
2349,6035,0,Everyone,Medical,"July 5, 2018",1.2.0,4.4 and up
2350,9945,0,Everyone,Medical,"July 5, 2018",5.11,4.1 and up
2351,4318,0,Everyone,,"July 26, 2018",1.3.185,4.1 and up
2352,78,0,Everyone,Medical,"June 27, 2018",2.2.12,4.4 and up
2353,2218,0,Everyone,,"August 1, 2018",Varies with device,Varies with device
2354,47,0,Everyone,,"August 2, 2018",1.7.1 (946),5.0 and up
2355,23889,0,Everyone,Medical,"July 10, 2018",Varies with device,4.0 and up
2356,650,0,Everyone,Medical,"July 23, 2018",4.23.0,4.4 and up
2357,7,0,Everyone,Medical,"October 13, 2016",3.0.0,4.0.3 and up
2358,3498,0,Everyone,,"May 1, 2018",1.7.2,4.0 and up
2359,3052,0,Everyone,Medical,"July 31, 2018",3.8.0,4.1 and up
2360,1747,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up
2361,45,0,Everyone,Medical,"July 16, 2018",1.2.3.2,6.0 and up
2362,1686,0,Everyone,Medical,"July 30, 2018",2.9,4.4 and up
2363,529,0,Everyone,Medical,"July 30, 2018",4.4.7,5.0 and up
2364,1388,0,Everyone,Medical,"July 3, 2018",2.1.11,4.1 and up
2365,572,0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up
2366,92,$79.99,Everyone,,"June 18, 2018",19.0,4.0.3 and up
2367,1135,$9.00,Everyone,Medical,"July 16, 2018",2.0.7,4.0 and up
2368,21189,0,Everyone,Medical,"August 6, 2018",3.52.1,5.0 and up
2369,54,0,Mature 17+,Medical,"July 3, 2018",2.6.5,4.1 and up
2370,275,0,Everyone 10+,,"March 16, 2018",3.16.4.1669,4.4 and up
2371,2159,0,Everyone,,"May 17, 2018",4.5.1,4.4 and up
2372,2951,0,Everyone,,"July 11, 2018",4.5.2,4.4 and up
2373,2921,$24.99,Everyone,,"May 25, 2018",2018.5.47,5.0 and up
2374,84,0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up
2375,15545,0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device
2376,5521,0,Everyone,Medical,"July 1, 2018",4.9.6,4.1 and up
2377,2108,0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up
2378,73,0,Everyone,Medical,"December 8, 2017",2.7.36,4.1 and up
2379,63,$9.99,Everyone,Medical,"October 3, 2016",2.1.1,2.2 and up
2380,408,0,Everyone,Medical,"March 24, 2018",2.1.0.372,4.4 and up
2381,171,$10.00,Everyone 10+,,"September 21, 2017",1.8.3,4.1 and up
2382,33,0,Everyone,Medical,"May 2, 2018",2.6.2,4.2 and up
2383,197,0,Everyone,Medical,"August 2, 2018",3.5.7,7.0 and up
2384,272,0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up
2385,4852,0,Everyone,Medical,"October 22, 2013",1.3,2.2 and up
2386,12,$16.99,Everyone,Medical,"January 27, 2017",1.0.5,4.0.3 and up
2387,1533,$11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up
2388,51,$29.99,Everyone,Medical,"October 22, 2014",2.0.2,4.0 and up
2389,38,0,Everyone,Medical,"July 12, 2018",2.1.4,4.1 and up
2390,15,$14.99,Everyone,,"August 1, 2018",7.6.14,4.0 and up
2391,10,$74.99,Everyone,Medical,"June 25, 2018",3.1.1,4.0.3 and up
2392,90,0,Everyone,Medical,"July 11, 2018",1.0.0,7.0 and up
2393,1288,0,Everyone,Medical,"July 10, 2018",1.0.0.10,3.0 and up
2394,4303,0,Everyone,,"September 6, 2016",Varies with device,Varies with device
2395,1545,0,Everyone,Medical,"July 30, 2018",4.8.2,4.0.3 and up
2396,199,$11.99,Everyone,,"June 27, 2018",3.0.5,4.4W and up
2397,283,0,Everyone,Medical,"July 12, 2018",4.5.3,4.4 and up
2398,460,0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up
2399,216,$6.99,Everyone,Medical,"June 17, 2017",Varies with device,Varies with device
2400,129,$5.49,Everyone,Medical,"April 6, 2018",3.0.1.0,4.1 and up
2401,80,$14.99,Everyone,Medical,"November 5, 2013",1.0,3.0 and up
2402,395,$9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up
2403,214,$33.99,Everyone,Medical,"October 2, 2017",2.1.35,4.0 and up
2404,17,0,Everyone,Medical,"March 29, 2018",2.6,4.2 and up
2405,513,0,Everyone,Medical,"July 11, 2018",4.5.2,4.4 and up
2406,168,0,Everyone,Medical,"January 29, 2018",2.7.38,4.1 and up
2407,64,$29.99,Everyone,Medical,"December 22, 2015",2.1,2.2 and up
2408,168,$24.99,Everyone,Medical,"August 11, 2017",7.1.17,4.4 and up
2409,82,0,Everyone,Medical,"December 23, 2017",1.6.17,4.1 and up
2410,8,$12.99,Everyone,Medical,"July 25, 2018",7,3.0 and up
2411,112,0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up
2412,92,0,Everyone,,"June 15, 2018",3.1-2018 – (13),4.0 and up
2413,83,0,Everyone,Medical,"July 30, 2018",6.6,4.1 and up
2414,3,0,Everyone,Medical,"July 16, 2018",2.7.6,5.0 and up
2415,6,$39.99,Everyone,Medical,"April 4, 2018",3.0.1,4.1 and up
2416,343,0,Everyone,,"May 1, 2018",3.3.1,4.1 and up
2417,717,$5.99,Everyone,,"May 31, 2018",6.5.0,5.0 and up
2418,137,0,Everyone,Medical,"May 17, 2018",4.5.1,4.4 and up
2419,206,$2.99,Everyone,Medical,"April 25, 2018",1.17.0,4.0 and up
2420,3,$24.99,Everyone,Medical,"October 5, 2017",1.2,4.0.3 and up
2421,12,$19.99,Everyone,Medical,"June 5, 2017",6.0.4,4.1 and up
2422,4107,0,Everyone,Medical,"April 17, 2018",Varies with device,Varies with device
2423,0,$2.99,Everyone,,"August 1, 2018",1.0,4.1 and up
2424,2,$0.99,Everyone,Medical,"August 4, 2018",1.1,4.1 and up
2425,0,$5.99,Everyone,,"July 15, 2018",1.0.0,4.2 and up
2426,0,$0.99,Everyone,Medical,"July 24, 2018",1.0,4.0.3 and up
2427,9,0,Everyone,Medical,"July 21, 2018",1.1,4.0.3 and up
2428,3,0,Everyone,Medical,"July 25, 2018",3.0.0,5.0 and up
2429,2,0,Everyone,Medical,"July 17, 2018",1.2.9,4.4 and up
2430,20,0,Everyone,Medical,"June 27, 2018",1.830.0.564-(e405bb2),5.0 and up
2431,0,0,Everyone,Medical,"July 24, 2018",10.4.1.018_06,4.0.3 and up
2432,6,0,Everyone,Medical,"July 20, 2018",1.3.5,5.0 and up
2433,2,0,Everyone,Medical,"August 2, 2018",1.2,3.0 and up
2434,0,0,Everyone,Medical,"July 13, 2018",300000.1.11,4.0.3 and up
2435,0,0,Everyone,Medical,"August 1, 2018",1.0.1,4.1 and up
2436,0,0,Everyone,Medical,"July 23, 2018",2.0,5.0 and up
2437,0,0,Everyone,Medical,"July 16, 2018",300000.1.11,4.0.3 and up
2438,0,0,Everyone 10+,Medical,"July 26, 2018",1.8.3,4.1 and up
2439,0,0,Everyone,,"July 9, 2018",3.1.1,4.4 and up
2440,0,0,Everyone,Medical,"July 16, 2018",1.0.10,5.0 and up
2441,0,0,Everyone,,"July 24, 2018",2.0.0 (35717),4.4 and up
2442,0,0,Everyone,Medical,"August 4, 2018",1.0,5.0 and up
2443,25,0,Everyone,Medical,"August 2, 2018",1.1,4.1 and up
2444,0,0,Everyone,Medical,"July 31, 2018",1.0,4.4 and up
2445,3,0,Everyone,Medical,"July 17, 2018",1.5.0,4.1 and up
2446,1,0,Everyone,Medical,"August 3, 2018",1.2,4.2 and up
2447,1,0,Mature 17+,Medical,"July 26, 2018",1.0,4.0.3 and up
2448,2,0,Everyone,Medical,"July 24, 2018",2.01.12,4.0 and up
2449,3,0,Everyone,Medical,"July 19, 2018",1.0,4.1 and up
2450,0,0,Everyone,Medical,"July 30, 2018",1.2.3-DEBUG,4.2 and up
2451,4,0,Everyone,,"August 3, 2018",1.0,4.1 and up
2452,0,0,Everyone,Medical,"August 1, 2018",1.0,4.1 and up
2453,2,0,Everyone,,"July 27, 2018",1.0,4.1 and up
2454,0,0,Everyone,,"June 21, 2018",1.0,4.1 and up
2455,4,0,Everyone,Medical,"August 2, 2018",1.0.72,4.0.3 and up
2456,2,0,Everyone,Medical,"July 11, 2018",300000.1.11,4.0.3 and up
2457,3,0,Everyone,Medical,"July 18, 2018",2.0.101,4.4 and up
2458,3,0,Everyone,Medical,"July 13, 2018",0.1,4.1 and up
2459,2,0,Everyone,Medical,"July 12, 2018",1.0,5.0 and up
2460,1,0,Everyone,Medical,"August 2, 2018",2.0,4.0 and up
2461,0,0,Everyone,Medical,"July 27, 2018",1.0,4.4 and up
2462,0,0,Everyone,,"July 25, 2018",300000.1.11,4.0.3 and up
2463,0,0,Everyone,Medical,"July 20, 2018",300000.1.11,4.0.3 and up
2464,10,0,Everyone,Medical,"July 19, 2018",5.0.16,4.1 and up
2465,28,0,Everyone,,"July 7, 2018",1.0,4.4 and up
2466,0,0,Everyone,Medical,"July 31, 2018",1.0 Super Ear Hearing,4.0 and up
2467,1,0,Everyone,Medical,"July 21, 2018",1.0.0,4.0 and up
2468,5,0,Everyone,,"July 13, 2018",1.0,4.0 and up
2469,0,0,Everyone,Medical,"July 12, 2018",1.1.1,4.1 and up
2470,0,0,Everyone,Medical,"July 30, 2018",1.0,5.1 and up
2471,0,0,Everyone,Medical,"July 17, 2018",1,4.0.3 and up
2472,0,0,Everyone,,"July 27, 2018",1.2.1,5.0 and up
2473,1,0,Everyone,Medical,"July 24, 2018",1.0,4.0.3 and up
2474,0,0,Everyone,Medical,"July 15, 2018",3.0.0,4.1 and up
2475,0,0,Everyone,,"July 18, 2018",1.2.9,4.4 and up
2476,14,0,Everyone,,"July 13, 2018",PN.1.0,4.0.3 and up
2477,5,0,Everyone,Medical,"August 3, 2018",1.0,4.1 and up
2478,1,0,Everyone,Medical,"July 27, 2018",1.0,4.1 and up
2479,1,0,Everyone,Medical,"July 25, 2018",300000.1.11,4.0.3 and up
2480,0,0,Everyone,Medical,"July 23, 2018",1.0,4.1 and up
2481,0,0,Everyone,Medical,"July 14, 2018",1.0,4.3 and up
2482,0,0,Everyone,Medical,"July 8, 2018",1.0.0,4.1 and up
2483,1,0,Everyone,Medical,"July 12, 2018",0.1.2,4.4 and up
2484,0,0,Everyone,Medical,"July 16, 2018",300000.1.11,4.0.3 and up
2485,2,0,Everyone,,"August 3, 2018",1.0.51.0.3,8.0 and up
2486,0,0,Everyone,,"July 27, 2018",1.0,Varies with device
2487,2094,0,Everyone,Medical,"July 26, 2018",3.19,4.3 and up
2488,496,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
2489,87418,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up
2490,53747,0,Everyone,,"July 27, 2018",Varies with device,4.3 and up
2491,44,0,Everyone,Medical,"April 12, 2018",3.4.0.10,4.0.3 and up
2492,10,0,Everyone,Medical,"June 5, 2018",1.0,5.0 and up
2493,124,0,Everyone,Medical,"January 13, 2017",3.0.2,3.0 and up
2494,2014,0,Everyone,Medical,"August 3, 2018",6.02.000,6.0 and up
2495,503,0,Everyone,Medical,"June 10, 2018",3.2.4,5.0 and up
2496,21,0,Everyone,Medical,"June 11, 2018",1.1,4.1 and up
2497,11,0,Everyone,,"January 17, 2018",1.0.7,4.2 and up
2498,573,0,Everyone,Medical,"June 1, 2017",3.1,3.0 and up
2499,0,0,Everyone,,"July 24, 2018",10.4.1.018_06,4.0.3 and up
2500,700,0,Everyone,Medical,"June 21, 2018",3.3.0,4.4 and up
2501,163,0,Everyone,Medical,"June 29, 2018",10.4.1.015_05,4.0.3 and up
2502,0,0,Everyone,Medical,"May 30, 2017",Initial,4.0 and up
2503,7,0,Everyone,Medical,"October 13, 2016",3.0.0,4.0.3 and up
2504,44,0,Everyone,Medical,"April 24, 2018",1.0,4.1 and up
2505,330,0,Everyone,Medical,"July 31, 2018",1.12,4.0.3 and up
2506,453,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up
2507,24,0,Everyone,Medical,"September 26, 2017",5.51,3.0 and up
2508,1686,0,Everyone,Medical,"July 30, 2018",2.9,4.4 and up
2509,531,0,Everyone,Medical,"January 18, 2015",1.0,3.0 and up
2510,20,0,Everyone,Medical,"April 10, 2018",10.4.1.000_00,4.0.3 and up
2511,3596,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up
2512,56,0,Everyone,Medical,"July 31, 2018",3.0.8,4.3 and up
2513,9,0,Everyone,,"July 21, 2018",1.1,4.0.3 and up
2514,10,0,Everyone,Medical,"March 14, 2015",1.0,2.3 and up
2515,27,0,Everyone,,"July 20, 2018",2.5.0 b665,5.0 and up
2516,63,0,Everyone,Medical,"June 22, 2018",2.3.1,5.0 and up
2517,0,0,Everyone,Medical,"July 13, 2018",300000.1.11,4.0.3 and up
2518,2657,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
2519,3,0,Everyone,,"July 25, 2018",3.0.0,5.0 and up
2520,123,0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up
2521,122,0,Everyone,Medical,"August 3, 2018",Varies with device,Varies with device
2522,315,0,Everyone,,"October 10, 2017",1.0.02,4.0 and up
2523,2,0,Mature 17+,Medical,"June 6, 2018",1.0.1,4.1 and up
2524,26,0,Everyone,,"May 10, 2015",1.1,2.2 and up
2525,122,0,Everyone,,"July 13, 2018",1.4,4.0 and up
2526,17,0,Everyone,Medical,"February 25, 2017",1.0.1,4.4 and up
2527,623,0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up
2528,6,0,Everyone,Medical,"May 25, 2018",1.0.32,4.4 and up
2529,6,0,Everyone,Medical,"March 31, 2018",1.3.0,5.0 and up
2530,6,0,Everyone,,"July 20, 2018",1.3.5,5.0 and up
2531,7,0,Everyone,Medical,"April 16, 2018",43.0,4.0.3 and up
2532,253,0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up
2533,3786,0,Everyone,Medical,"July 16, 2018",4.4.3,4.0.3 and up
2534,1,0,Mature 17+,,"March 8, 2018",2.3.5,4.1 and up
2535,10,0,Everyone,Medical,"November 20, 2017",0.0.1,4.0 and up
2536,66,0,Everyone,,"October 25, 2016",1.0,4.0.3 and up
2537,65,0,Everyone,Medical,"April 5, 2018",10.4.1.000_00,4.0.3 and up
2538,1747,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up
2539,17,0,Everyone,,"July 11, 2018",1.9.0.0,4.1 and up
2540,28,0,Everyone,,"January 20, 2015",1.0,3.0 and up
2541,1,0,Everyone,Medical,"May 24, 2018",1.0.1,5.0 and up
2542,292,0,Everyone,Medical,"April 16, 2018",43.0,4.0.3 and up
2543,19,0,Everyone,Medical,"May 12, 2018",1.4.15-free,4.0.3 and up
2544,23160,0,Everyone,,"July 27, 2018",7.4.1,5.0 and up
2545,78158306,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device
2546,66577313,0,Teen,Social,"July 31, 2018",Varies with device,Varies with device
2547,8606259,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device
2548,49173,0,Everyone,Social,"June 4, 2018",1.24,4.1 and up
2549,2955326,0,Mature 17+,,"August 1, 2018",Varies with device,Varies with device
2550,22492,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up
2551,17014787,0,Teen,Social,"July 30, 2018",Varies with device,Varies with device
2552,1403,0,Everyone,Social,"January 30, 2018",1.0,4.0 and up
2553,4305441,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device
2554,441189,0,Everyone,,"August 3, 2018",Varies with device,Varies with device
2555,4831125,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device
2556,4919,0,Everyone,Social,"August 3, 2018",0.1.1,4.1 and up
2557,13762,0,Everyone,Social,"May 9, 2018",1.0.2,4.1 and up
2558,6086,0,Teen,,"June 14, 2018",1.0.9,4.3 and up
2559,70616,0,Teen,Social,"July 27, 2018",Varies with device,Varies with device
2560,1200,0,Everyone,Social,"August 2, 2018",0.1.1,4.1 and up
2561,76480,0,Mature 17+,Social,"August 6, 2018",4.95.4,5.0 and up
2562,271445,0,Everyone,Social,"June 24, 2018",4.1.1,4.0.3 and up
2563,225103,0,Everyone,,"June 13, 2018",5.1.1,4.1 and up
2564,33177,0,Everyone,Social,"June 12, 2018",2.1.6,4.0 and up
2565,54768,0,Everyone,Social,"May 16, 2018",3.6.1,4.0.3 and up
2566,457197,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device
2567,25562,0,Teen,,"August 2, 2018",2.6.10,4.1 and up
2568,16404,0,Everyone,Social,"June 24, 2018",1.6,2.3 and up
2569,2508,0,Everyone,Social,"November 20, 2017",2.0.1,4.0.3 and up
2570,79658,0,Mature 17+,,"August 6, 2018",2.1.3.2,4.3 and up
2571,374,0,Everyone,Social,"July 30, 2018",T4.6.5-tl2.0.1,4.1 and up
2572,1259075,0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up
2573,4751,0,Teen,Social,"June 30, 2018",13.0,4.1 and up
2574,60562,0,Mature 17+,Social,"August 6, 2018",1.3.2,4.3 and up
2575,22695,0,Everyone 10+,,"June 21, 2018",Varies with device,Varies with device
2576,22098,0,Everyone,Social,"July 24, 2018",4.2.4,4.0.3 and up
2577,231325,0,Everyone,,"August 2, 2018",4.81,4.0 and up
2578,13223,0,Mature 17+,,"June 8, 2016",8.00.752746,4.4 and up
2579,479908,0,Mature 17+,Social,"July 9, 2018",1.23.3.0,4.4 and up
2580,313633,0,Teen,Social,"July 25, 2018",Varies with device,Varies with device
2581,540930,0,Teen,Social,"July 23, 2018",50.2 lite,2.2 and up
2582,57146,0,Everyone,,"July 27, 2018",Varies with device,4.0.3 and up
2583,1225339,0,Everyone,Social,"August 2, 2018",4.1.202,5.0 and up
2584,19583,0,Teen,,"August 1, 2018",5.2.1,4.4 and up
2585,344921,0,Everyone,Social,"June 7, 2018",Varies with device,Varies with device
2586,79129,0,Teen,,"August 2, 2018",3.10.26,4.4 and up
2587,83488,0,Everyone,,"July 24, 2018",Varies with device,Varies with device
2588,441189,0,Everyone,Social,"August 3, 2018",Varies with device,Varies with device
2589,3781770,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device
2590,315441,0,Everyone,,"July 26, 2018",Varies with device,Varies with device
2591,382120,0,Everyone,,"July 26, 2018",7.3.1,4.1 and up
2592,412725,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up
2593,3806669,0,Mature 17+,,"August 1, 2018",Varies with device,Varies with device
2594,1259849,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
2595,486824,0,Mature 17+,Social,"June 21, 2018",Varies with device,Varies with device
2596,1157004,0,Everyone,Social,"October 16, 2017",4.2.1,4.3 and up
2597,423105,0,Mature 17+,Social,"July 9, 2018",Varies with device,Varies with device
2598,205803,0,Teen,Social,"July 18, 2018",Varies with device,Varies with device
2599,285816,0,Mature 17+,Social,"June 19, 2018",Varies with device,Varies with device
2600,2955325,0,Mature 17+,Social,"August 1, 2018",Varies with device,Varies with device
2601,138026,0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up
2602,8936,0,Everyone,,"May 18, 2017",Varies with device,Varies with device
2603,4253,0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up
2604,17014705,0,Teen,Social,"July 30, 2018",Varies with device,Varies with device
2605,66577446,0,Teen,Social,"July 31, 2018",Varies with device,Varies with device
2606,14835,0,Teen,Social,"August 2, 2018",Varies with device,Varies with device
2607,6388,0,Teen,Social,"December 5, 2017",Varies with device,Varies with device
2608,309872,0,Teen,Social,"August 3, 2018",14.0.13,4.1 and up
2609,479909,0,Mature 17+,Social,"July 9, 2018",1.23.3.0,4.4 and up
2610,17955,0,Teen,Social,"August 2, 2018",7.23.4,4.1 and up
2611,17015352,0,Teen,Social,"July 30, 2018",Varies with device,Varies with device
2612,66577313,0,Teen,Social,"July 31, 2018",Varies with device,Varies with device
2613,4305441,0,Teen,,"August 3, 2018",Varies with device,Varies with device
2614,51502,0,Teen,Social,"July 25, 2018",2.69,5.0 and up
2615,1064049,0,Mature 17+,Social,"July 28, 2018",Varies with device,Varies with device
2616,58341,0,Everyone,,"July 25, 2015",4.6.2.0,2.3 and up
2617,637309,0,Teen,Social,"July 18, 2018",Varies with device,Varies with device
2618,1259894,0,Mature 17+,,"August 3, 2018",Varies with device,4.1 and up
2619,1157003,0,Everyone,,"October 16, 2017",4.2.1,4.3 and up
2620,161610,0,Teen,,"August 5, 2018",4.5.3,4.1 and up
2621,19446,0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up
2622,1225367,0,Everyone,Social,"August 2, 2018",4.1.202,5.0 and up
2623,1520959,0,Teen,,"May 9, 2018",Varies with device,Varies with device
2624,3806669,0,Mature 17+,,"August 1, 2018",Varies with device,Varies with device
2625,423138,0,Mature 17+,Social,"July 9, 2018",Varies with device,Varies with device
2626,285820,0,Mature 17+,,"June 19, 2018",Varies with device,Varies with device
2627,33249,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up
2628,3781770,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device
2629,51504,0,Teen,Social,"July 25, 2018",2.69,5.0 and up
2630,1175794,0,Mature 17+,Social,"July 31, 2018",Varies with device,Varies with device
2631,1259894,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
2632,852455,0,Mature 17+,Social,"August 3, 2018",27.0,4.2 and up
2633,900064,0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up
2634,3677,0,Mature 17+,,"June 21, 2018",10.6.3,5.0 and up
2635,79129,0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up
2636,83488,0,Everyone,Social,"July 24, 2018",Varies with device,Varies with device
2637,695613,0,Everyone,Social,"August 2, 2018",Varies with device,Varies with device
2638,382121,0,Everyone,,"July 26, 2018",7.3.1,4.1 and up
2639,207712,0,Everyone,Social,"June 9, 2018",4.18.962.5,2.3 and up
2640,175722,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device
2641,2052,0,Teen,Social,"September 27, 2017",2.16,4.4 and up
2642,79130,0,Teen,,"August 2, 2018",3.10.26,4.4 and up
2643,1175815,0,Mature 17+,Social,"July 31, 2018",Varies with device,Varies with device
2644,1259894,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
2645,486830,0,Mature 17+,Social,"June 21, 2018",Varies with device,Varies with device
2646,852455,0,Mature 17+,Social,"August 3, 2018",27.0,4.2 and up
2647,1064076,0,Mature 17+,Social,"July 28, 2018",Varies with device,Varies with device
2648,3781770,0,Mature 17+,,"August 2, 2018",Varies with device,Varies with device
2649,900064,0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up
2650,624557,0,Mature 17+,,"July 27, 2018",5.4.7.1,4.3 and up
2651,423138,0,Mature 17+,,"July 9, 2018",Varies with device,Varies with device
2652,522018,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device
2653,33249,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up
2654,79130,0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up
2655,141613,0,Teen,,"July 31, 2018",16.14.0.850,4.4 and up
2656,6210998,0,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up
2657,591312,0,Everyone,,"August 3, 2018",Varies with device,Varies with device
2658,94294,0,Everyone,Shopping,"July 23, 2018",2.25.17,4.1 and up
2659,608753,0,Everyone,,"July 23, 2018",2.25.17,4.1 and up
2660,38961,0,Everyone,Shopping,"August 2, 2018",14.2.1,5.0 and up
2661,5916606,0,Teen,,"August 6, 2018",Varies with device,Varies with device
2662,441473,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device
2663,2788923,0,Teen,Shopping,"July 30, 2018",Varies with device,Varies with device
2664,973270,0,Teen,Shopping,"August 6, 2018",2.4.9,4.1 and up
2665,909226,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up
2666,1573054,0,Everyone,Shopping,"August 2, 2018",Varies with device,4.2 and up
2667,857923,0,Everyone,Shopping,"July 31, 2018",11.7.3.0,4.1 and up
2668,35563,0,Everyone,Shopping,"July 23, 2018",10.2.1,4.1 and up
2669,85858,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device
2670,106798,0,Everyone,Shopping,"July 23, 2018",2.25.17,4.1 and up
2671,8820,0,Everyone,,"July 25, 2018",3.0.5,4.0.3 and up
2672,37186,0,Everyone,Shopping,"June 30, 2018",3.4.5,4.0 and up
2673,25714,0,Everyone,Shopping,"July 24, 2018",3.8.2.2,4.0.3 and up
2674,44255,0,Everyone,,"August 3, 2018",6.0.4,4.1 and up
2675,1084945,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device
2676,18252,0,Everyone,Shopping,"August 6, 2018",6.3.8,4.1 and up
2677,42750,0,Everyone,Shopping,"August 4, 2018",2.8.7,4.1 and up
2678,3656,0,Teen,,"August 3, 2018",4.16.2,4.1 and up
2679,216741,0,Everyone,Shopping,"August 6, 2018",4.6.0,4.1 and up
2680,662287,0,Everyone,Shopping,"August 3, 2018",4.26.7,4.1 and up
2681,30834,0,Everyone,Shopping,"July 17, 2018",3.2.6,4.0.3 and up
2682,367290,0,Everyone,,"July 20, 2018",4.9.3,4.0.3 and up
2683,2588,0,Everyone,,"July 23, 2018",2.4.0,4.1 and up
2684,162655,0,Teen,Shopping,"July 10, 2018",4.7.1,4.4 and up
2685,3860225,0,Everyone,Shopping,"August 3, 2018",Varies with device,Varies with device
2686,125783,0,Teen,,"August 6, 2018",Varies with device,Varies with device
2687,171584,0,Everyone,Shopping,"July 26, 2018",4.9.5,4.2 and up
2688,244141,0,Everyone,Shopping,"August 6, 2018",4.4.5,4.3 and up
2689,568273,0,Everyone,Shopping,"August 4, 2018",Varies with device,Varies with device
2690,142512,0,Everyone,Shopping,"July 25, 2018",6.2.0,4.1 and up
2691,109124,0,Everyone,Shopping,"August 2, 2018",3.11.1,4.1 and up
2692,135043,0,Everyone,Shopping,"July 30, 2018",4.0.2,4.2 and up
2693,108592,0,Everyone,Shopping,"July 24, 2018",4.7.5,4.1 and up
2694,1315242,0,Everyone,Shopping,"July 21, 2018",3.27.1,4.1 and up
2695,48732,0,Everyone,,"July 31, 2018",7.8.1,4.0 and up
