id,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
3352,Belarus2003,,"17,827,791,321",1892.0,Boomers
3353,Belarus2003,,"17,827,791,321",1892.0,Generation X
3354,Belarus2003,,"17,827,791,321",1892.0,Millenials
3355,Belarus2003,,"17,827,791,321",1892.0,Millenials
3356,Belarus2003,,"17,827,791,321",1892.0,Millenials
3357,Belarus2007,,"45,277,399,814",4898.0,Silent
3358,Belarus2007,,"45,277,399,814",,Silent
3359,Belarus2007,,"45,277,399,814",4898.0,Boomers
3360,Belarus2007,,"45,277,399,814",4898.0,Generation X
3361,Belarus2007,,"45,277,399,814",4898.0,Millenials
3362,Belarus2007,,"45,277,399,814",4898.0,Silent
3363,Belarus2007,,"45,277,399,814",4898.0,Silent
3364,Belarus2007,,"45,277,399,814",4898.0,Boomers
3365,Belarus2007,,"45,277,399,814",4898.0,Generation X
3366,Belarus2007,,"45,277,399,814",4898.0,Millenials
3367,Belarus2007,,"45,277,399,814",,Generation Z
3368,Belarus2007,,"45,277,399,814",4898.0,Generation Z
3369,Belarus2008,,"60,763,483,146",6601.0,Silent
3370,Belarus2008,,"60,763,483,146",6601.0,Boomers
3371,Belarus2008,,"60,763,483,146",6601.0,Silent
3372,Belarus2008,,"60,763,483,146",6601.0,Generation X
3373,Belarus2008,,"60,763,483,146",6601.0,Millenials
3374,Belarus2008,,"60,763,483,146",,Silent
3375,Belarus2008,,"60,763,483,146",6601.0,Boomers
3376,Belarus2008,,"60,763,483,146",6601.0,Silent
3377,Belarus2008,,"60,763,483,146",6601.0,Generation X
3378,Belarus2008,,"60,763,483,146",6601.0,Millenials
3379,Belarus2008,,"60,763,483,146",,Generation Z
3380,Belarus2008,,"60,763,483,146",6601.0,Generation Z
3381,Belarus2009,,"49,209,523,810",5366.0,Silent
3382,Belarus2009,,"49,209,523,810",5366.0,Boomers
3383,Belarus2009,,"49,209,523,810",,Silent
3384,Belarus2009,,"49,209,523,810",5366.0,Generation X
3385,Belarus2009,,"49,209,523,810",5366.0,Millenials
3386,Belarus2009,,"49,209,523,810",,Silent
3387,Belarus2009,,"49,209,523,810",5366.0,Silent
3388,Belarus2009,,"49,209,523,810",5366.0,Boomers
3389,Belarus2009,,"49,209,523,810",5366.0,Generation X
3390,Belarus2009,,"49,209,523,810",5366.0,Millenials
3391,Belarus2009,,"49,209,523,810",5366.0,Generation Z
3392,Belarus2009,,"49,209,523,810",5366.0,Generation Z
3393,Belarus2010,0.786,"57,222,490,769",6371.0,Silent
3394,Belarus2010,0.786,"57,222,490,769",6371.0,Generation X
3395,Belarus2010,0.786,"57,222,490,769",6371.0,Silent
3396,Belarus2010,0.786,"57,222,490,769",6371.0,Generation X
3397,Belarus2010,0.786,"57,222,490,769",6371.0,Millenials
3398,Belarus2010,0.786,"57,222,490,769",6371.0,Silent
3399,Belarus2010,0.786,"57,222,490,769",6371.0,Generation X
3400,Belarus2010,0.786,"57,222,490,769",6371.0,Generation X
3401,Belarus2010,0.786,"57,222,490,769",6371.0,Silent
3402,Belarus2010,0.786,"57,222,490,769",6371.0,Millenials
3403,Belarus2010,0.786,"57,222,490,769",6371.0,Generation Z
3404,Belarus2010,0.786,"57,222,490,769",6371.0,Generation Z
3405,Belarus2011,0.793,"61,757,788,945",6902.0,Silent
3406,Belarus2011,0.793,"61,757,788,945",6902.0,Boomers
3407,Belarus2011,0.793,"61,757,788,945",6902.0,Generation X
3408,Belarus2011,0.793,"61,757,788,945",,Millenials
3409,Belarus2011,0.793,"61,757,788,945",6902.0,Millenials
3410,Belarus2011,0.793,"61,757,788,945",6902.0,Silent
3411,Belarus2011,0.793,"61,757,788,945",6902.0,Generation X
3412,Belarus2011,0.793,"61,757,788,945",6902.0,Boomers
3413,Belarus2011,0.793,"61,757,788,945",6902.0,Millenials
3414,Belarus2011,0.793,"61,757,788,945",6902.0,Millenials
3415,Belarus2011,0.793,"61,757,788,945",6902.0,Generation Z
3416,Belarus2011,0.793,"61,757,788,945",6902.0,Generation Z
3417,Belarus2013,0.796,"75,527,984,234",8477.0,Silent
3418,Belarus2013,0.796,"75,527,984,234",8477.0,Boomers
3419,Belarus2013,0.796,"75,527,984,234",8477.0,Generation X
3420,Belarus2013,0.796,"75,527,984,234",8477.0,Millenials
3421,Belarus2013,0.796,"75,527,984,234",8477.0,Millenials
3422,Belarus2013,0.796,"75,527,984,234",8477.0,Silent
3423,Belarus2013,0.796,"75,527,984,234",8477.0,Generation X
3424,Belarus2013,0.796,"75,527,984,234",8477.0,Boomers
3425,Belarus2013,0.796,"75,527,984,234",8477.0,Millenials
3426,Belarus2013,0.796,"75,527,984,234",8477.0,Millenials
3427,Belarus2013,0.796,"75,527,984,234",8477.0,Generation Z
3428,Belarus2013,0.796,"75,527,984,234",8477.0,Generation Z
3429,Belarus2014,0.798,"78,813,839,984",8849.0,Silent
3430,Belarus2014,0.798,"78,813,839,984",8849.0,Generation X
3431,Belarus2014,0.798,"78,813,839,984",8849.0,Boomers
3432,Belarus2014,0.798,"78,813,839,984",8849.0,Millenials
3433,Belarus2014,0.798,"78,813,839,984",8849.0,Millenials
3434,Belarus2014,0.798,"78,813,839,984",8849.0,Silent
3435,Belarus2014,0.798,"78,813,839,984",8849.0,Generation X
3436,Belarus2014,0.798,"78,813,839,984",8849.0,Boomers
3437,Belarus2014,0.798,"78,813,839,984",8849.0,Millenials
3438,Belarus2014,0.798,"78,813,839,984",,Millenials
3439,Belarus2014,0.798,"78,813,839,984",8849.0,Generation Z
3440,Belarus2014,0.798,"78,813,839,984",8849.0,Generation Z
3441,Belgium1985,0.774,"86,730,038,793",9356.0,G.I. Generation
3442,Belgium1985,0.774,"86,730,038,793",9356.0,G.I. Generation
3443,Belgium1985,0.774,"86,730,038,793",9356.0,Silent
3444,Belgium1985,0.774,"86,730,038,793",9356.0,Boomers
3445,Belgium1985,0.774,"86,730,038,793",9356.0,G.I. Generation
3446,Belgium1985,0.774,"86,730,038,793",9356.0,G.I. Generation
3447,Belgium1985,0.774,"86,730,038,793",9356.0,Silent
3448,Belgium1985,0.774,"86,730,038,793",9356.0,Generation X
3449,Belgium1985,0.774,"86,730,038,793",9356.0,Boomers
3450,Belgium1985,0.774,"86,730,038,793",,Generation X
3451,Belgium1985,0.774,"86,730,038,793",9356.0,Generation X
3452,Belgium1985,0.774,"86,730,038,793",9356.0,Generation X
3453,Belgium1986,,"120,661,220,336",12992.0,G.I. Generation
3454,Belgium1986,,"120,661,220,336",12992.0,G.I. Generation
3455,Belgium1986,,"120,661,220,336",12992.0,Silent
3456,Belgium1986,,"120,661,220,336",12992.0,Boomers
3457,Belgium1986,,"120,661,220,336",12992.0,G.I. Generation
3458,Belgium1986,,"120,661,220,336",,G.I. Generation
3459,Belgium1986,,"120,661,220,336",12992.0,Silent
3460,Belgium1986,,"120,661,220,336",,Generation X
3461,Belgium1986,,"120,661,220,336",,Boomers
3462,Belgium1986,,"120,661,220,336",12992.0,Generation X
3463,Belgium1986,,"120,661,220,336",12992.0,Generation X
3464,Belgium1986,,"120,661,220,336",12992.0,Generation X
3465,Belgium1987,,"150,194,077,688",16165.0,G.I. Generation
3466,Belgium1987,,"150,194,077,688",,G.I. Generation
3467,Belgium1987,,"150,194,077,688",16165.0,Silent
3468,Belgium1987,,"150,194,077,688",16165.0,Boomers
3469,Belgium1987,,"150,194,077,688",16165.0,G.I. Generation
3470,Belgium1987,,"150,194,077,688",16165.0,G.I. Generation
3471,Belgium1987,,"150,194,077,688",16165.0,Silent
3472,Belgium1987,,"150,194,077,688",,Generation X
3473,Belgium1987,,"150,194,077,688",,Boomers
3474,Belgium1987,,"150,194,077,688",16165.0,Generation X
3475,Belgium1987,,"150,194,077,688",,Generation X
3476,Belgium1987,,"150,194,077,688",16165.0,Generation X
3477,Belgium1988,,"163,167,853,538",17509.0,G.I. Generation
3478,Belgium1988,,"163,167,853,538",17509.0,G.I. Generation
3479,Belgium1988,,"163,167,853,538",17509.0,Silent
3480,Belgium1988,,"163,167,853,538",17509.0,Boomers
3481,Belgium1988,,"163,167,853,538",17509.0,G.I. Generation
3482,Belgium1988,,"163,167,853,538",17509.0,G.I. Generation
3483,Belgium1988,,"163,167,853,538",17509.0,Silent
3484,Belgium1988,,"163,167,853,538",17509.0,Generation X
3485,Belgium1988,,"163,167,853,538",17509.0,Boomers
3486,Belgium1988,,"163,167,853,538",17509.0,Generation X
3487,Belgium1988,,"163,167,853,538",17509.0,Generation X
3488,Belgium1988,,"163,167,853,538",17509.0,Generation X
3489,Belgium1989,,"165,100,094,595",17659.0,G.I. Generation
3490,Belgium1989,,"165,100,094,595",17659.0,G.I. Generation
3491,Belgium1989,,"165,100,094,595",,Silent
3492,Belgium1989,,"165,100,094,595",,Boomers
3493,Belgium1989,,"165,100,094,595",17659.0,G.I. Generation
3494,Belgium1989,,"165,100,094,595",17659.0,G.I. Generation
3495,Belgium1989,,"165,100,094,595",17659.0,Generation X
3496,Belgium1989,,"165,100,094,595",,Silent
3497,Belgium1989,,"165,100,094,595",17659.0,Boomers
3498,Belgium1989,,"165,100,094,595",17659.0,Generation X
3499,Belgium1989,,"165,100,094,595",17659.0,Generation X
3500,Belgium1989,,"165,100,094,595",17659.0,Generation X
3501,Belgium1990,0.806,"206,430,841,502",22032.0,G.I. Generation
3502,Belgium1990,0.806,"206,430,841,502",22032.0,G.I. Generation
3503,Belgium1990,0.806,"206,430,841,502",22032.0,Silent
3504,Belgium1990,0.806,"206,430,841,502",,Boomers
3505,Belgium1990,0.806,"206,430,841,502",22032.0,G.I. Generation
3506,Belgium1990,0.806,"206,430,841,502",22032.0,G.I. Generation
3507,Belgium1990,0.806,"206,430,841,502",22032.0,Generation X
3508,Belgium1990,0.806,"206,430,841,502",22032.0,Silent
3509,Belgium1990,0.806,"206,430,841,502",22032.0,Boomers
3510,Belgium1990,0.806,"206,430,841,502",22032.0,Generation X
3511,Belgium1990,0.806,"206,430,841,502",22032.0,Generation X
3512,Belgium1990,0.806,"206,430,841,502",22032.0,Generation X
3513,Belgium1991,,"211,637,816,539",22523.0,G.I. Generation
3514,Belgium1991,,"211,637,816,539",22523.0,Silent
3515,Belgium1991,,"211,637,816,539",22523.0,Boomers
3516,Belgium1991,,"211,637,816,539",22523.0,Boomers
3517,Belgium1991,,"211,637,816,539",22523.0,G.I. Generation
3518,Belgium1991,,"211,637,816,539",22523.0,Silent
3519,Belgium1991,,"211,637,816,539",22523.0,Boomers
3520,Belgium1991,,"211,637,816,539",22523.0,Generation X
3521,Belgium1991,,"211,637,816,539",22523.0,Boomers
3522,Belgium1991,,"211,637,816,539",22523.0,Generation X
3523,Belgium1991,,"211,637,816,539",22523.0,Millenials
3524,Belgium1991,,"211,637,816,539",22523.0,Millenials
3525,Belgium1992,,"236,038,384,442",25036.0,G.I. Generation
3526,Belgium1992,,"236,038,384,442",25036.0,Silent
3527,Belgium1992,,"236,038,384,442",25036.0,Boomers
3528,Belgium1992,,"236,038,384,442",25036.0,Boomers
3529,Belgium1992,,"236,038,384,442",25036.0,G.I. Generation
3530,Belgium1992,,"236,038,384,442",,Silent
3531,Belgium1992,,"236,038,384,442",25036.0,Generation X
3532,Belgium1992,,"236,038,384,442",25036.0,Boomers
3533,Belgium1992,,"236,038,384,442",25036.0,Boomers
3534,Belgium1992,,"236,038,384,442",25036.0,Generation X
3535,Belgium1992,,"236,038,384,442",25036.0,Millenials
3536,Belgium1992,,"236,038,384,442",25036.0,Millenials
3537,Belgium1993,,"225,924,679,921",23875.0,G.I. Generation
3538,Belgium1993,,"225,924,679,921",23875.0,Boomers
3539,Belgium1993,,"225,924,679,921",23875.0,Silent
3540,Belgium1993,,"225,924,679,921",,Boomers
3541,Belgium1993,,"225,924,679,921",23875.0,G.I. Generation
3542,Belgium1993,,"225,924,679,921",23875.0,Generation X
3543,Belgium1993,,"225,924,679,921",23875.0,Silent
3544,Belgium1993,,"225,924,679,921",23875.0,Boomers
3545,Belgium1993,,"225,924,679,921",23875.0,Boomers
3546,Belgium1993,,"225,924,679,921",23875.0,Generation X
3547,Belgium1993,,"225,924,679,921",23875.0,Millenials
3548,Belgium1993,,"225,924,679,921",23875.0,Millenials
3549,Belgium1994,,"246,194,938,751",25922.0,G.I. Generation
3550,Belgium1994,,"246,194,938,751",25922.0,Boomers
3551,Belgium1994,,"246,194,938,751",25922.0,Silent
3552,Belgium1994,,"246,194,938,751",,Boomers
3553,Belgium1994,,"246,194,938,751",25922.0,Generation X
3554,Belgium1994,,"246,194,938,751",25922.0,G.I. Generation
3555,Belgium1994,,"246,194,938,751",25922.0,Silent
3556,Belgium1994,,"246,194,938,751",,Boomers
3557,Belgium1994,,"246,194,938,751",25922.0,Boomers
3558,Belgium1994,,"246,194,938,751",25922.0,Generation X
3559,Belgium1994,,"246,194,938,751",25922.0,Millenials
3560,Belgium1994,,"246,194,938,751",25922.0,Millenials
3561,Belgium1995,0.851,"289,567,323,481",30394.0,G.I. Generation
3562,Belgium1995,0.851,"289,567,323,481",30394.0,Boomers
3563,Belgium1995,0.851,"289,567,323,481",30394.0,Silent
3564,Belgium1995,0.851,"289,567,323,481",30394.0,Generation X
3565,Belgium1995,0.851,"289,567,323,481",30394.0,Generation X
3566,Belgium1995,0.851,"289,567,323,481",30394.0,G.I. Generation
3567,Belgium1995,0.851,"289,567,323,481",30394.0,Silent
3568,Belgium1995,0.851,"289,567,323,481",30394.0,Boomers
3569,Belgium1995,0.851,"289,567,323,481",30394.0,Generation X
3570,Belgium1995,0.851,"289,567,323,481",30394.0,Generation X
3571,Belgium1995,0.851,"289,567,323,481",30394.0,Millenials
3572,Belgium1995,0.851,"289,567,323,481",,Millenials
3573,Belgium1996,,"281,358,175,896",29438.0,G.I. Generation
3574,Belgium1996,,"281,358,175,896",29438.0,Boomers
3575,Belgium1996,,"281,358,175,896",29438.0,Silent
3576,Belgium1996,,"281,358,175,896",29438.0,Generation X
3577,Belgium1996,,"281,358,175,896",29438.0,Generation X
3578,Belgium1996,,"281,358,175,896",29438.0,G.I. Generation
3579,Belgium1996,,"281,358,175,896",29438.0,Boomers
3580,Belgium1996,,"281,358,175,896",29438.0,Silent
3581,Belgium1996,,"281,358,175,896",29438.0,Generation X
3582,Belgium1996,,"281,358,175,896",29438.0,Generation X
3583,Belgium1996,,"281,358,175,896",29438.0,Millenials
3584,Belgium1996,,"281,358,175,896",29438.0,Millenials
3585,Belgium1997,,"254,813,599,459",26609.0,G.I. Generation
3586,Belgium1997,,"254,813,599,459",26609.0,Boomers
3587,Belgium1997,,"254,813,599,459",,Silent
3588,Belgium1997,,"254,813,599,459",26609.0,Generation X
3589,Belgium1997,,"254,813,599,459",26609.0,Generation X
3590,Belgium1997,,"254,813,599,459",26609.0,Boomers
3591,Belgium1997,,"254,813,599,459",,Silent
3592,Belgium1997,,"254,813,599,459",26609.0,G.I. Generation
3593,Belgium1997,,"254,813,599,459",26609.0,Generation X
3594,Belgium1997,,"254,813,599,459",26609.0,Generation X
3595,Belgium1997,,"254,813,599,459",26609.0,Millenials
3596,Belgium1997,,"254,813,599,459",26609.0,Millenials
3597,Belgium1998,,"260,601,911,536",27087.0,G.I. Generation
3598,Belgium1998,,"260,601,911,536",27087.0,Boomers
3599,Belgium1998,,"260,601,911,536",27087.0,Silent
3600,Belgium1998,,"260,601,911,536",27087.0,Generation X
3601,Belgium1998,,"260,601,911,536",27087.0,Generation X
3602,Belgium1998,,"260,601,911,536",27087.0,G.I. Generation
3603,Belgium1998,,"260,601,911,536",,Boomers
3604,Belgium1998,,"260,601,911,536",27087.0,Silent
3605,Belgium1998,,"260,601,911,536",27087.0,Generation X
3606,Belgium1998,,"260,601,911,536",27087.0,Generation X
3607,Belgium1998,,"260,601,911,536",,Millenials
3608,Belgium1998,,"260,601,911,536",27087.0,Millenials
3609,Belgium1999,,"260,202,429,150",26969.0,G.I. Generation
3610,Belgium1999,,"260,202,429,150",26969.0,Boomers
3611,Belgium1999,,"260,202,429,150",26969.0,Silent
3612,Belgium1999,,"260,202,429,150",,Generation X
3613,Belgium1999,,"260,202,429,150",26969.0,Generation X
3614,Belgium1999,,"260,202,429,150",26969.0,Silent
3615,Belgium1999,,"260,202,429,150",,Boomers
3616,Belgium1999,,"260,202,429,150",26969.0,G.I. Generation
3617,Belgium1999,,"260,202,429,150",26969.0,Generation X
3618,Belgium1999,,"260,202,429,150",26969.0,Generation X
3619,Belgium1999,,"260,202,429,150",26969.0,Millenials
3620,Belgium1999,,"260,202,429,150",26969.0,Millenials
3621,Belgium2000,0.874,"237,904,919,845",,G.I. Generation
3622,Belgium2000,0.874,"237,904,919,845",24592.0,Boomers
3623,Belgium2000,0.874,"237,904,919,845",24592.0,Silent
3624,Belgium2000,0.874,"237,904,919,845",24592.0,Generation X
3625,Belgium2000,0.874,"237,904,919,845",24592.0,Generation X
3626,Belgium2000,0.874,"237,904,919,845",24592.0,Boomers
3627,Belgium2000,0.874,"237,904,919,845",,Silent
3628,Belgium2000,0.874,"237,904,919,845",,G.I. Generation
3629,Belgium2000,0.874,"237,904,919,845",24592.0,Generation X
3630,Belgium2000,0.874,"237,904,919,845",24592.0,Generation X
3631,Belgium2000,0.874,"237,904,919,845",,Millenials
3632,Belgium2000,0.874,"237,904,919,845",24592.0,Millenials
3633,Belgium2001,,"237,841,968,680",24494.0,Silent
3634,Belgium2001,,"237,841,968,680",24494.0,Boomers
3635,Belgium2001,,"237,841,968,680",24494.0,Silent
3636,Belgium2001,,"237,841,968,680",24494.0,Generation X
3637,Belgium2001,,"237,841,968,680",24494.0,Millenials
3638,Belgium2001,,"237,841,968,680",24494.0,Silent
3639,Belgium2001,,"237,841,968,680",24494.0,Boomers
3640,Belgium2001,,"237,841,968,680",24494.0,Silent
3641,Belgium2001,,"237,841,968,680",24494.0,Generation X
3642,Belgium2001,,"237,841,968,680",24494.0,Millenials
3643,Belgium2001,,"237,841,968,680",24494.0,Millenials
3644,Belgium2001,,"237,841,968,680",24494.0,Millenials
3645,Belgium2002,,"258,860,436,665",26526.0,Silent
3646,Belgium2002,,"258,860,436,665",26526.0,Boomers
3647,Belgium2002,,"258,860,436,665",,Silent
3648,Belgium2002,,"258,860,436,665",26526.0,Generation X
3649,Belgium2002,,"258,860,436,665",,Silent
3650,Belgium2002,,"258,860,436,665",26526.0,Millenials
3651,Belgium2002,,"258,860,436,665",26526.0,Boomers
3652,Belgium2002,,"258,860,436,665",26526.0,Silent
3653,Belgium2002,,"258,860,436,665",26526.0,Generation X
3654,Belgium2002,,"258,860,436,665",26526.0,Millenials
3655,Belgium2002,,"258,860,436,665",26526.0,Millenials
3656,Belgium2002,,"258,860,436,665",26526.0,Millenials
3657,Belgium2003,,"319,002,821,670",32538.0,Silent
3658,Belgium2003,,"319,002,821,670",32538.0,Boomers
3659,Belgium2003,,"319,002,821,670",32538.0,Silent
3660,Belgium2003,,"319,002,821,670",32538.0,Generation X
3661,Belgium2003,,"319,002,821,670",32538.0,Millenials
3662,Belgium2003,,"319,002,821,670",,Silent
3663,Belgium2003,,"319,002,821,670",32538.0,Boomers
3664,Belgium2003,,"319,002,821,670",32538.0,Silent
3665,Belgium2003,,"319,002,821,670",32538.0,Generation X
3666,Belgium2003,,"319,002,821,670",32538.0,Millenials
3667,Belgium2003,,"319,002,821,670",32538.0,Millenials
3668,Belgium2003,,"319,002,821,670",32538.0,Millenials
3669,Belgium2004,,"370,885,026,074",37661.0,Silent
3670,Belgium2004,,"370,885,026,074",,Boomers
3671,Belgium2004,,"370,885,026,074",37661.0,Silent
3672,Belgium2004,,"370,885,026,074",37661.0,Generation X
3673,Belgium2004,,"370,885,026,074",37661.0,Millenials
3674,Belgium2004,,"370,885,026,074",,Boomers
3675,Belgium2004,,"370,885,026,074",37661.0,Silent
3676,Belgium2004,,"370,885,026,074",37661.0,Silent
3677,Belgium2004,,"370,885,026,074",37661.0,Generation X
3678,Belgium2004,,"370,885,026,074",,Millenials
3679,Belgium2004,,"370,885,026,074",37661.0,Millenials
3680,Belgium2004,,"370,885,026,074",37661.0,Millenials
3681,Belgium2005,0.866,"387,365,750,529",39124.0,Silent
3682,Belgium2005,0.866,"387,365,750,529",39124.0,Boomers
3683,Belgium2005,0.866,"387,365,750,529",39124.0,Silent
3684,Belgium2005,0.866,"387,365,750,529",39124.0,Generation X
3685,Belgium2005,0.866,"387,365,750,529",39124.0,Silent
3686,Belgium2005,0.866,"387,365,750,529",39124.0,Boomers
3687,Belgium2005,0.866,"387,365,750,529",39124.0,Millenials
3688,Belgium2005,0.866,"387,365,750,529",39124.0,Silent
3689,Belgium2005,0.866,"387,365,750,529",39124.0,Generation X
3690,Belgium2005,0.866,"387,365,750,529",39124.0,Millenials
3691,Belgium2005,0.866,"387,365,750,529",39124.0,Millenials
3692,Belgium2005,0.866,"387,365,750,529",39124.0,Millenials
3693,Belgium2006,,"409,813,197,842",,Silent
3694,Belgium2006,,"409,813,197,842",41135.0,Boomers
3695,Belgium2006,,"409,813,197,842",41135.0,Silent
3696,Belgium2006,,"409,813,197,842",41135.0,Generation X
3697,Belgium2006,,"409,813,197,842",,Silent
3698,Belgium2006,,"409,813,197,842",41135.0,Boomers
3699,Belgium2006,,"409,813,197,842",41135.0,Millenials
3700,Belgium2006,,"409,813,197,842",41135.0,Silent
3701,Belgium2006,,"409,813,197,842",41135.0,Generation X
3702,Belgium2006,,"409,813,197,842",41135.0,Millenials
3703,Belgium2006,,"409,813,197,842",41135.0,Millenials
3704,Belgium2006,,"409,813,197,842",41135.0,Millenials
3705,Belgium2007,,"471,821,105,940",47040.0,Silent
3706,Belgium2007,,"471,821,105,940",47040.0,Boomers
3707,Belgium2007,,"471,821,105,940",47040.0,Silent
3708,Belgium2007,,"471,821,105,940",,Generation X
3709,Belgium2007,,"471,821,105,940",47040.0,Boomers
3710,Belgium2007,,"471,821,105,940",47040.0,Silent
3711,Belgium2007,,"471,821,105,940",,Millenials
3712,Belgium2007,,"471,821,105,940",47040.0,Silent
3713,Belgium2007,,"471,821,105,940",47040.0,Generation X
3714,Belgium2007,,"471,821,105,940",,Millenials
3715,Belgium2007,,"471,821,105,940",47040.0,Generation Z
3716,Belgium2007,,"471,821,105,940",47040.0,Generation Z
3717,Belgium2008,,"518,625,897,173",51345.0,Silent
3718,Belgium2008,,"518,625,897,173",51345.0,Boomers
3719,Belgium2008,,"518,625,897,173",51345.0,Silent
3720,Belgium2008,,"518,625,897,173",51345.0,Generation X
3721,Belgium2008,,"518,625,897,173",51345.0,Millenials
3722,Belgium2008,,"518,625,897,173",51345.0,Boomers
3723,Belgium2008,,"518,625,897,173",51345.0,Silent
3724,Belgium2008,,"518,625,897,173",51345.0,Silent
3725,Belgium2008,,"518,625,897,173",51345.0,Generation X
3726,Belgium2008,,"518,625,897,173",51345.0,Millenials
3727,Belgium2008,,"518,625,897,173",51345.0,Generation Z
3728,Belgium2008,,"518,625,897,173",51345.0,Generation Z
3729,Belgium2009,,"484,552,792,442",47630.0,Silent
3730,Belgium2009,,"484,552,792,442",47630.0,Boomers
3731,Belgium2009,,"484,552,792,442",47630.0,Silent
3732,Belgium2009,,"484,552,792,442",,Generation X
3733,Belgium2009,,"484,552,792,442",47630.0,Silent
3734,Belgium2009,,"484,552,792,442",,Boomers
3735,Belgium2009,,"484,552,792,442",47630.0,Millenials
3736,Belgium2009,,"484,552,792,442",47630.0,Silent
3737,Belgium2009,,"484,552,792,442",47630.0,Generation X
3738,Belgium2009,,"484,552,792,442",47630.0,Millenials
3739,Belgium2009,,"484,552,792,442",47630.0,Generation Z
3740,Belgium2009,,"484,552,792,442",47630.0,Generation Z
3741,Belgium2010,0.883,"483,548,031,197",47355.0,Silent
3742,Belgium2010,0.883,"483,548,031,197",47355.0,Generation X
3743,Belgium2010,0.883,"483,548,031,197",,Silent
3744,Belgium2010,0.883,"483,548,031,197",47355.0,Generation X
3745,Belgium2010,0.883,"483,548,031,197",,Generation X
3746,Belgium2010,0.883,"483,548,031,197",47355.0,Silent
3747,Belgium2010,0.883,"483,548,031,197",47355.0,Millenials
3748,Belgium2010,0.883,"483,548,031,197",47355.0,Silent
3749,Belgium2010,0.883,"483,548,031,197",47355.0,Generation X
3750,Belgium2010,0.883,"483,548,031,197",,Millenials
3751,Belgium2010,0.883,"483,548,031,197",47355.0,Generation Z
3752,Belgium2010,0.883,"483,548,031,197",47355.0,Generation Z
3753,Belgium2011,0.886,"527,008,453,887",50893.0,Silent
3754,Belgium2011,0.886,"527,008,453,887",50893.0,Generation X
3755,Belgium2011,0.886,"527,008,453,887",50893.0,Boomers
3756,Belgium2011,0.886,"527,008,453,887",50893.0,Millenials
3757,Belgium2011,0.886,"527,008,453,887",50893.0,Millenials
3758,Belgium2011,0.886,"527,008,453,887",50893.0,Generation X
3759,Belgium2011,0.886,"527,008,453,887",50893.0,Boomers
3760,Belgium2011,0.886,"527,008,453,887",50893.0,Silent
3761,Belgium2011,0.886,"527,008,453,887",50893.0,Millenials
3762,Belgium2011,0.886,"527,008,453,887",50893.0,Millenials
3763,Belgium2011,0.886,"527,008,453,887",50893.0,Generation Z
3764,Belgium2011,0.886,"527,008,453,887",50893.0,Generation Z
3765,Belgium2012,0.889,"497,884,216,569",,Silent
3766,Belgium2012,0.889,"497,884,216,569",47678.0,Generation X
3767,Belgium2012,0.889,"497,884,216,569",47678.0,Boomers
3768,Belgium2012,0.889,"497,884,216,569",47678.0,Millenials
3769,Belgium2012,0.889,"497,884,216,569",47678.0,Boomers
3770,Belgium2012,0.889,"497,884,216,569",47678.0,Millenials
3771,Belgium2012,0.889,"497,884,216,569",47678.0,Generation X
3772,Belgium2012,0.889,"497,884,216,569",47678.0,Silent
3773,Belgium2012,0.889,"497,884,216,569",47678.0,Millenials
3774,Belgium2012,0.889,"497,884,216,569",47678.0,Millenials
3775,Belgium2012,0.889,"497,884,216,569",47678.0,Generation Z
3776,Belgium2012,0.889,"497,884,216,569",47678.0,Generation Z
3777,Belgium2013,0.888,"520,925,468,953",49489.0,Silent
3778,Belgium2013,0.888,"520,925,468,953",49489.0,Generation X
3779,Belgium2013,0.888,"520,925,468,953",49489.0,Boomers
3780,Belgium2013,0.888,"520,925,468,953",49489.0,Millenials
3781,Belgium2013,0.888,"520,925,468,953",49489.0,Generation X
3782,Belgium2013,0.888,"520,925,468,953",49489.0,Boomers
3783,Belgium2013,0.888,"520,925,468,953",49489.0,Millenials
3784,Belgium2013,0.888,"520,925,468,953",49489.0,Silent
3785,Belgium2013,0.888,"520,925,468,953",49489.0,Millenials
3786,Belgium2013,0.888,"520,925,468,953",49489.0,Millenials
3787,Belgium2013,0.888,"520,925,468,953",,Generation Z
3788,Belgium2013,0.888,"520,925,468,953",49489.0,Generation Z
3789,Belgium2014,0.89,"530,770,977,634",50173.0,Silent
3790,Belgium2014,0.89,"530,770,977,634",50173.0,Generation X
3791,Belgium2014,0.89,"530,770,977,634",50173.0,Boomers
3792,Belgium2014,0.89,"530,770,977,634",50173.0,Millenials
3793,Belgium2014,0.89,"530,770,977,634",50173.0,Generation X
3794,Belgium2014,0.89,"530,770,977,634",50173.0,Boomers
3795,Belgium2014,0.89,"530,770,977,634",,Silent
3796,Belgium2014,0.89,"530,770,977,634",,Millenials
3797,Belgium2014,0.89,"530,770,977,634",50173.0,Millenials
3798,Belgium2014,0.89,"530,770,977,634",50173.0,Millenials
3799,Belgium2014,0.89,"530,770,977,634",,Generation Z
3800,Belgium2014,0.89,"530,770,977,634",50173.0,Generation Z
3801,Belgium2015,,"455,039,563,133",,Silent
3802,Belgium2015,,"455,039,563,133",42830.0,Generation X
3803,Belgium2015,,"455,039,563,133",42830.0,Boomers
3804,Belgium2015,,"455,039,563,133",42830.0,Millenials
3805,Belgium2015,,"455,039,563,133",42830.0,Generation X
