id,country,year,sex,age,suicides_no,population,suicides/100k pop
2800,Bahrain,2007.0,female,5-14 years,0,70861.0,0.0
2801,Bahrain,,female,55-74 years,0,,0.0
2802,Bahrain,2007.0,female,75+ years,0,5497.0,0.0
2803,Bahrain,2007.0,male,5-14 years,0,?,0.0
2804,Bahrain,2007.0,male,,0,4852.0,0.0
2805,Bahrain,2008.0,male,25-34 years,21,196832.0,10.67
2806,Bahrain,,male,35-54 years,13,,5.76
2807,Bahrain,2008.0,female,15-24 years,3,76246.0,3.93
2808,Bahrain,2008.0,male,55-74 years,1,35879.0,2.79
2809,Bahrain,2008.0,female,35-54 years,3,,2.6
2810,Bahrain,2008.0,female,25-34 years,2,,2.14
2811,Bahrain,,female,5-14 years,0,?,0.0
2812,Bahrain,2008.0,female,55-74 years,0,24495.0,0.0
2813,Bahrain,,female,75+ years,0,5191.0,0.0
2814,Bahrain,2008.0,male,15-24 years,0,96458.0,0.0
2815,Bahrain,,male,5-14 years,0,76617.0,0.0
2816,Bahrain,2008.0,male,75+ years,0,,0.0
2817,Bahrain,2009.0,male,35-54 years,14,242558.0,5.77
2818,Bahrain,2009.0,male,25-34 years,9,222448.0,4.05
2819,Bahrain,,female,25-34 years,4,,4.02
2820,Bahrain,2009.0,male,15-24 years,4,,3.91
2821,Bahrain,,male,55-74 years,1,,2.63
2822,Bahrain,2009.0,male,5-14 years,2,,2.53
2823,Bahrain,2009.0,female,35-54 years,2,?,1.68
2824,Bahrain,2009.0,female,15-24 years,0,80832.0,0.0
2825,Bahrain,2009.0,female,5-14 years,0,75122.0,0.0
2826,Bahrain,2009.0,female,55-74 years,0,25915.0,0.0
2827,Bahrain,2009.0,female,,0,4103.0,0.0
2828,Bahrain,2009.0,male,75+ years,0,4091.0,0.0
2829,Bahrain,2010.0,male,35-54 years,8,252232.0,3.17
2830,Bahrain,,male,25-34 years,6,235591.0,2.55
2831,Bahrain,2010.0,male,,1,41999.0,2.38
2832,Bahrain,2010.0,female,,2,125709.0,1.59
2833,Bahrain,2010.0,female,15-24 years,1,80571.0,1.24
2834,Bahrain,2010.0,female,25-34 years,1,104368.0,0.96
2835,Bahrain,2010.0,female,,0,77140.0,0.0
2836,Bahrain,2010.0,female,55-74 years,0,27834.0,0.0
2837,Bahrain,2010.0,female,75+ years,0,4625.0,0.0
2838,Bahrain,2010.0,male,15-24 years,0,103388.0,0.0
2839,Bahrain,2010.0,male,,0,81414.0,0.0
2840,Bahrain,2010.0,male,75+ years,0,4289.0,0.0
2841,Bahrain,2011.0,male,15-24 years,3,,2.95
2842,Bahrain,2011.0,male,55-74 years,1,,2.28
2843,Bahrain,2011.0,female,25-34 years,2,?,2.04
2844,Bahrain,2011.0,male,25-34 years,4,220691.0,1.81
2845,Bahrain,2011.0,male,35-54 years,4,242955.0,1.65
2846,Bahrain,2011.0,female,35-54 years,2,,1.62
2847,Bahrain,2011.0,female,,1,75788.0,1.32
2848,Bahrain,2011.0,female,,1,77270.0,1.29
2849,Bahrain,2011.0,female,55-74 years,0,29140.0,0.0
2850,Bahrain,2011.0,female,75+ years,0,4742.0,0.0
2851,Bahrain,,male,,0,,0.0
2852,Bahrain,2011.0,male,75+ years,0,4369.0,0.0
2853,Bahrain,2012.0,male,25-34 years,11,?,4.64
2854,Bahrain,2012.0,male,,6,268027.0,2.24
2855,Bahrain,,female,25-34 years,1,110796.0,0.9
2856,Bahrain,,male,15-24 years,1,?,0.9
2857,Bahrain,2012.0,female,15-24 years,0,81091.0,0.0
2858,Bahrain,2012.0,female,35-54 years,0,135976.0,0.0
2859,Bahrain,,female,5-14 years,0,,0.0
2860,Bahrain,2012.0,female,55-74 years,0,31641.0,0.0
2861,Bahrain,2012.0,female,75+ years,0,4548.0,0.0
2862,Bahrain,,male,5-14 years,0,85538.0,0.0
2863,Bahrain,2012.0,male,55-74 years,0,50001.0,0.0
2864,Bahrain,2012.0,male,75+ years,0,?,0.0
2865,Bahrain,2013.0,male,15-24 years,1,110064.0,0.91
2866,Bahrain,,male,25-34 years,2,237632.0,0.84
2867,Bahrain,2013.0,male,35-54 years,2,?,0.74
2868,Bahrain,,female,15-24 years,0,80476.0,0.0
2869,Bahrain,,female,,0,112513.0,0.0
2870,Bahrain,2013.0,female,35-54 years,0,?,0.0
2871,Bahrain,2013.0,female,5-14 years,0,82726.0,0.0
2872,Bahrain,2013.0,female,55-74 years,0,33780.0,0.0
2873,Bahrain,2013.0,female,75+ years,0,4859.0,0.0
2874,Bahrain,2013.0,male,5-14 years,0,86269.0,0.0
2875,Bahrain,2013.0,male,55-74 years,0,53308.0,0.0
2876,Bahrain,2013.0,male,75+ years,0,4351.0,0.0
2877,Bahrain,2014.0,male,15-24 years,4,100635.0,3.97
2878,Bahrain,2014.0,male,25-34 years,3,237952.0,1.26
2879,Bahrain,2014.0,female,25-34 years,1,110838.0,0.9
2880,Bahrain,2014.0,male,35-54 years,1,258922.0,0.39
2881,Bahrain,2014.0,female,15-24 years,0,,0.0
2882,Bahrain,2014.0,female,35-54 years,0,139103.0,0.0
2883,Bahrain,2014.0,female,5-14 years,0,82452.0,0.0
2884,Bahrain,2014.0,female,55-74 years,0,41406.0,0.0
2885,Bahrain,2014.0,female,,0,6154.0,0.0
2886,Bahrain,2014.0,male,5-14 years,0,86539.0,0.0
2887,Bahrain,,male,55-74 years,0,64351.0,0.0
2888,Bahrain,2014.0,male,75+ years,0,6688.0,0.0
2889,Barbados,1985.0,male,75+ years,1,4000.0,25.0
2890,Barbados,1985.0,male,55-74 years,3,?,23.08
2891,Barbados,,female,25-34 years,2,,9.09
2892,Barbados,1985.0,male,25-34 years,1,22000.0,4.55
2893,Barbados,,female,15-24 years,0,,0.0
2894,Barbados,1985.0,female,35-54 years,0,24000.0,0.0
2895,Barbados,1985.0,female,5-14 years,0,24000.0,0.0
2896,Barbados,1985.0,female,55-74 years,0,19000.0,0.0
2897,Barbados,,female,75+ years,0,7000.0,0.0
2898,Barbados,1985.0,male,15-24 years,0,26000.0,0.0
2899,Barbados,1985.0,male,35-54 years,0,20000.0,0.0
2900,Barbados,1985.0,male,5-14 years,0,24000.0,0.0
2901,Barbados,1986.0,male,35-54 years,4,20000.0,20.0
2902,Barbados,1986.0,male,15-24 years,2,26200.0,7.63
2903,Barbados,1986.0,female,,1,22000.0,4.55
2904,Barbados,,male,25-34 years,1,22000.0,4.55
2905,Barbados,1986.0,female,15-24 years,0,26200.0,0.0
2906,Barbados,1986.0,female,35-54 years,0,,0.0
2907,Barbados,1986.0,female,,0,24100.0,0.0
2908,Barbados,1986.0,female,55-74 years,0,19000.0,0.0
2909,Barbados,1986.0,female,75+ years,0,7000.0,0.0
2910,Barbados,1986.0,male,5-14 years,0,,0.0
2911,Barbados,,male,55-74 years,0,13000.0,0.0
2912,Barbados,1986.0,male,75+ years,0,4000.0,0.0
2913,Barbados,1987.0,female,35-54 years,2,24400.0,8.2
2914,Barbados,1987.0,male,55-74 years,1,13000.0,7.69
2915,Barbados,1987.0,male,35-54 years,1,?,4.95
2916,Barbados,1987.0,male,25-34 years,1,22200.0,4.5
2917,Barbados,1987.0,male,5-14 years,1,,4.12
2918,Barbados,1987.0,female,15-24 years,0,26400.0,0.0
2919,Barbados,1987.0,female,,0,22200.0,0.0
2920,Barbados,,female,5-14 years,0,24300.0,0.0
2921,Barbados,1987.0,female,55-74 years,0,19300.0,0.0
2922,Barbados,1987.0,female,75+ years,0,7000.0,0.0
2923,Barbados,1987.0,male,15-24 years,0,26400.0,0.0
2924,Barbados,,male,75+ years,0,4000.0,0.0
2925,Barbados,,male,25-34 years,5,22400.0,22.32
2926,Barbados,1988.0,male,35-54 years,3,20400.0,14.71
2927,Barbados,1988.0,male,55-74 years,1,13100.0,7.63
2928,Barbados,1988.0,male,15-24 years,2,26400.0,7.58
2929,Barbados,1988.0,female,55-74 years,1,,5.15
2930,Barbados,1988.0,female,15-24 years,0,26400.0,0.0
2931,Barbados,1988.0,female,25-34 years,0,22400.0,0.0
2932,Barbados,1988.0,female,35-54 years,0,24400.0,0.0
2933,Barbados,1988.0,female,,0,24400.0,0.0
2934,Barbados,1988.0,female,75+ years,0,7100.0,0.0
2935,Barbados,1988.0,male,5-14 years,0,?,0.0
2936,Barbados,1988.0,male,75+ years,0,4000.0,0.0
2937,Barbados,1989.0,male,35-54 years,6,23000.0,26.09
2938,Barbados,1989.0,male,55-74 years,2,,14.29
2939,Barbados,1989.0,male,15-24 years,3,25000.0,12.0
2940,Barbados,1989.0,female,25-34 years,2,,8.7
2941,Barbados,1989.0,female,,2,,8.33
2942,Barbados,1989.0,male,25-34 years,1,24000.0,4.17
2943,Barbados,1989.0,female,35-54 years,0,,0.0
2944,Barbados,1989.0,female,,0,?,0.0
2945,Barbados,1989.0,female,55-74 years,0,20000.0,0.0
2946,Barbados,1989.0,female,75+ years,0,,0.0
2947,Barbados,,male,5-14 years,0,22000.0,0.0
2948,Barbados,1989.0,male,75+ years,0,5000.0,0.0
2949,Barbados,1990.0,male,75+ years,3,5000.0,60.0
2950,Barbados,1990.0,male,35-54 years,5,24000.0,20.83
2951,Barbados,1990.0,male,55-74 years,2,13000.0,15.38
2952,Barbados,1990.0,male,25-34 years,2,24000.0,8.33
2953,Barbados,1990.0,female,35-54 years,2,26000.0,7.69
2954,Barbados,1990.0,female,55-74 years,1,20000.0,5.0
2955,Barbados,,male,,1,?,4.0
2956,Barbados,1990.0,female,,0,24000.0,0.0
2957,Barbados,1990.0,female,25-34 years,0,23000.0,0.0
2958,Barbados,1990.0,female,,0,22000.0,0.0
2959,Barbados,1990.0,female,,0,,0.0
2960,Barbados,1990.0,male,5-14 years,0,?,0.0
2961,Barbados,1991.0,male,35-54 years,5,?,20.0
2962,Barbados,1991.0,male,25-34 years,4,23000.0,17.39
2963,Barbados,1991.0,female,55-74 years,3,20000.0,15.0
2964,Barbados,1991.0,male,15-24 years,3,24000.0,12.5
2965,Barbados,1991.0,male,55-74 years,1,13000.0,7.69
2966,Barbados,1991.0,female,,1,23000.0,4.35
2967,Barbados,1991.0,female,15-24 years,0,24000.0,0.0
2968,Barbados,1991.0,female,35-54 years,0,28000.0,0.0
2969,Barbados,1991.0,female,,0,20000.0,0.0
2970,Barbados,1991.0,female,75+ years,0,9000.0,0.0
2971,Barbados,1991.0,male,5-14 years,0,22000.0,0.0
2972,Barbados,1991.0,male,75+ years,0,6000.0,0.0
2973,Barbados,1992.0,male,35-54 years,5,26000.0,19.23
2974,Barbados,1992.0,male,25-34 years,4,23000.0,17.39
2975,Barbados,1992.0,male,55-74 years,2,14000.0,14.29
2976,Barbados,,female,,1,20000.0,5.0
2977,Barbados,,female,25-34 years,1,24000.0,4.17
2978,Barbados,1992.0,female,35-54 years,1,29000.0,3.45
2979,Barbados,1992.0,female,15-24 years,0,,0.0
2980,Barbados,1992.0,female,5-14 years,0,20000.0,0.0
2981,Barbados,1992.0,female,75+ years,0,9000.0,0.0
2982,Barbados,1992.0,male,15-24 years,0,24000.0,0.0
2983,Barbados,1992.0,male,5-14 years,0,21000.0,0.0
2984,Barbados,1992.0,male,75+ years,0,6000.0,0.0
2985,Barbados,1993.0,male,55-74 years,3,13700.0,21.9
2986,Barbados,,male,15-24 years,5,23400.0,21.37
2987,Barbados,,male,75+ years,1,5300.0,18.87
2988,Barbados,1993.0,male,25-34 years,3,23900.0,12.55
2989,Barbados,1993.0,male,35-54 years,3,27400.0,10.95
2990,Barbados,1993.0,female,55-74 years,1,18900.0,5.29
2991,Barbados,1993.0,female,15-24 years,0,22900.0,0.0
2992,Barbados,,female,25-34 years,0,23100.0,0.0
2993,Barbados,1993.0,female,35-54 years,0,29600.0,0.0
2994,Barbados,1993.0,female,5-14 years,0,20700.0,0.0
2995,Barbados,1993.0,female,75+ years,0,9600.0,0.0
2996,Barbados,1993.0,male,5-14 years,0,,0.0
2997,Barbados,1994.0,male,55-74 years,3,13500.0,22.22
2998,Barbados,1994.0,male,35-54 years,5,28600.0,17.48
2999,Barbados,1994.0,female,55-74 years,2,18800.0,10.64
3000,Barbados,1994.0,male,5-14 years,1,21100.0,4.74
3001,Barbados,1994.0,female,25-34 years,1,22900.0,4.37
3002,Barbados,1994.0,male,15-24 years,1,?,4.37
3003,Barbados,1994.0,female,35-54 years,1,30700.0,3.26
3004,Barbados,,female,15-24 years,0,22500.0,0.0
3005,Barbados,1994.0,female,5-14 years,0,,0.0
3006,Barbados,1994.0,female,,0,,0.0
3007,Barbados,1994.0,male,25-34 years,0,23800.0,0.0
3008,Barbados,,male,75+ years,0,5300.0,0.0
3009,Barbados,1995.0,male,25-34 years,7,,29.66
3010,Barbados,1995.0,male,35-54 years,3,30000.0,10.0
3011,Barbados,1995.0,female,15-24 years,2,22000.0,9.09
3012,Barbados,1995.0,male,55-74 years,1,13400.0,7.46
3013,Barbados,1995.0,female,35-54 years,2,31800.0,6.29
3014,Barbados,1995.0,female,55-74 years,1,18700.0,5.35
3015,Barbados,1995.0,male,15-24 years,1,22500.0,4.44
3016,Barbados,1995.0,female,25-34 years,0,22700.0,0.0
3017,Barbados,1995.0,female,5-14 years,0,20400.0,0.0
3018,Barbados,,female,75+ years,0,?,0.0
3019,Barbados,1995.0,male,5-14 years,0,?,0.0
3020,Barbados,,male,75+ years,0,5300.0,0.0
3021,Barbados,,male,,4,20974.0,19.07
3022,Barbados,2000.0,male,35-54 years,3,37000.0,8.11
3023,Barbados,,male,15-24 years,1,20032.0,4.99
3024,Barbados,2000.0,female,35-54 years,2,40354.0,4.96
3025,Barbados,2000.0,female,15-24 years,0,19594.0,0.0
3026,Barbados,2000.0,female,25-34 years,0,?,0.0
3027,Barbados,2000.0,female,5-14 years,0,19999.0,0.0
3028,Barbados,2000.0,female,55-74 years,0,20755.0,0.0
3029,Barbados,2000.0,female,,0,8653.0,0.0
3030,Barbados,,male,5-14 years,0,,0.0
3031,Barbados,,male,55-74 years,0,,0.0
3032,Barbados,2000.0,male,75+ years,0,5251.0,0.0
3033,Barbados,2001.0,male,55-74 years,1,16682.0,5.99
3034,Barbados,2001.0,male,35-54 years,1,37608.0,2.66
3035,Barbados,2001.0,female,15-24 years,0,19589.0,0.0
3036,Barbados,2001.0,female,25-34 years,0,,0.0
3037,Barbados,2001.0,female,35-54 years,0,41070.0,0.0
3038,Barbados,2001.0,female,5-14 years,0,,0.0
3039,Barbados,2001.0,female,55-74 years,0,20967.0,0.0
3040,Barbados,2001.0,female,75+ years,0,8830.0,0.0
3041,Barbados,2001.0,male,,0,19949.0,0.0
3042,Barbados,2001.0,male,25-34 years,0,20762.0,0.0
3043,Barbados,2001.0,male,5-14 years,0,20312.0,0.0
3044,Barbados,2001.0,male,75+ years,0,5389.0,0.0
3045,Barbados,2002.0,female,15-24 years,0,19595.0,0.0
3046,Barbados,,female,25-34 years,0,21133.0,0.0
3047,Barbados,,female,35-54 years,0,41563.0,0.0
3048,Barbados,2002.0,female,5-14 years,0,19674.0,0.0
3049,Barbados,2002.0,female,,0,,0.0
3050,Barbados,2002.0,female,75+ years,0,9003.0,0.0
3051,Barbados,2002.0,male,15-24 years,0,,0.0
3052,Barbados,2002.0,male,,0,20535.0,0.0
3053,Barbados,2002.0,male,35-54 years,0,38009.0,0.0
3054,Barbados,,male,5-14 years,0,20106.0,0.0
3055,Barbados,,male,,0,,0.0
3056,Barbados,2002.0,male,75+ years,0,5510.0,0.0
3057,Barbados,2003.0,female,15-24 years,0,19594.0,0.0
3058,Barbados,2003.0,female,25-34 years,0,20882.0,0.0
3059,Barbados,,female,35-54 years,0,41911.0,0.0
3060,Barbados,,female,5-14 years,0,,0.0
3061,Barbados,2003.0,female,55-74 years,0,21643.0,0.0
3062,Barbados,2003.0,female,75+ years,0,9139.0,0.0
3063,Barbados,2003.0,male,15-24 years,0,19769.0,0.0
3064,Barbados,2003.0,male,25-34 years,0,,0.0
3065,Barbados,2003.0,male,35-54 years,0,38276.0,0.0
3066,Barbados,2003.0,male,5-14 years,0,19901.0,0.0
3067,Barbados,,male,55-74 years,0,17621.0,0.0
3068,Barbados,2003.0,male,75+ years,0,?,0.0
3069,Barbados,2004.0,male,35-54 years,3,,7.79
3070,Barbados,2004.0,female,15-24 years,0,19566.0,0.0
3071,Barbados,2004.0,female,25-34 years,0,20656.0,0.0
3072,Barbados,2004.0,female,35-54 years,0,42213.0,0.0
3073,Barbados,2004.0,female,,0,19280.0,0.0
3074,Barbados,2004.0,female,,0,22134.0,0.0
3075,Barbados,2004.0,female,75+ years,0,9237.0,0.0
3076,Barbados,2004.0,male,15-24 years,0,19657.0,0.0
3077,Barbados,,male,25-34 years,0,20092.0,0.0
3078,Barbados,2004.0,male,5-14 years,0,19715.0,0.0
3079,Barbados,2004.0,male,55-74 years,0,18209.0,0.0
3080,Barbados,2004.0,male,,0,5655.0,0.0
3081,Barbados,2005.0,male,35-54 years,1,38767.0,2.58
3082,Barbados,2005.0,female,15-24 years,0,19501.0,0.0
3083,Barbados,2005.0,female,25-34 years,0,?,0.0
3084,Barbados,,female,35-54 years,0,,0.0
3085,Barbados,2005.0,female,5-14 years,0,19101.0,0.0
3086,Barbados,2005.0,female,55-74 years,0,22723.0,0.0
3087,Barbados,2005.0,female,,0,9297.0,0.0
3088,Barbados,2005.0,male,15-24 years,0,,0.0
3089,Barbados,2005.0,male,25-34 years,0,19893.0,0.0
3090,Barbados,2005.0,male,5-14 years,0,19569.0,0.0
3091,Barbados,,male,55-74 years,0,?,0.0
3092,Barbados,2005.0,male,75+ years,0,,0.0
3093,Barbados,2006.0,male,75+ years,1,5792.0,17.27
3094,Barbados,2006.0,male,35-54 years,5,38972.0,12.83
3095,Barbados,2006.0,male,25-34 years,2,19677.0,10.16
3096,Barbados,,male,55-74 years,1,19527.0,5.12
3097,Barbados,2006.0,female,15-24 years,0,19383.0,0.0
3098,Barbados,,female,25-34 years,0,,0.0
3099,Barbados,2006.0,female,35-54 years,0,42772.0,0.0
3100,Barbados,2006.0,female,5-14 years,0,?,0.0
3101,Barbados,2006.0,female,55-74 years,0,23361.0,0.0
3102,Barbados,2006.0,female,75+ years,0,9430.0,0.0
3103,Barbados,2006.0,male,15-24 years,0,?,0.0
3104,Barbados,2006.0,male,5-14 years,0,19435.0,0.0
3105,Barbados,,female,,0,19237.0,0.0
3106,Barbados,2007.0,female,25-34 years,0,20074.0,0.0
3107,Barbados,2007.0,female,35-54 years,0,43042.0,0.0
3108,Barbados,2007.0,female,5-14 years,0,18772.0,0.0
3109,Barbados,2007.0,female,55-74 years,0,24071.0,0.0
3110,Barbados,,female,75+ years,0,?,0.0
3111,Barbados,2007.0,male,15-24 years,0,19188.0,0.0
3112,Barbados,2007.0,male,,0,19468.0,0.0
3113,Barbados,2007.0,male,35-54 years,0,39190.0,0.0
3114,Barbados,2007.0,male,5-14 years,0,,0.0
3115,Barbados,2007.0,male,55-74 years,0,20249.0,0.0
3116,Barbados,2007.0,male,75+ years,0,5882.0,0.0
3117,Barbados,2008.0,female,35-54 years,1,43278.0,2.31
3118,Barbados,2008.0,female,15-24 years,0,19070.0,0.0
3119,Barbados,2008.0,female,25-34 years,0,19912.0,0.0
3120,Barbados,2008.0,female,5-14 years,0,?,0.0
3121,Barbados,,female,55-74 years,0,,0.0
3122,Barbados,2008.0,female,75+ years,0,,0.0
3123,Barbados,2008.0,male,15-24 years,0,19029.0,0.0
3124,Barbados,2008.0,male,25-34 years,0,19259.0,0.0
3125,Barbados,2008.0,male,35-54 years,0,39368.0,0.0
3126,Barbados,2008.0,male,5-14 years,0,,0.0
3127,Barbados,2008.0,male,55-74 years,0,21022.0,0.0
3128,Barbados,2008.0,male,75+ years,0,5958.0,0.0
3129,Barbados,2009.0,male,,1,6022.0,16.61
3130,Barbados,2009.0,male,35-54 years,3,39442.0,7.61
3131,Barbados,2009.0,male,55-74 years,1,21837.0,4.58
3132,Barbados,2009.0,female,15-24 years,0,18898.0,0.0
3133,Barbados,2009.0,female,25-34 years,0,19762.0,0.0
3134,Barbados,,female,35-54 years,0,43400.0,0.0
3135,Barbados,,female,,0,,0.0
3136,Barbados,2009.0,female,55-74 years,0,25695.0,0.0
3137,Barbados,2009.0,female,75+ years,0,9752.0,0.0
3138,Barbados,2009.0,male,15-24 years,0,,0.0
3139,Barbados,2009.0,male,25-34 years,0,19044.0,0.0
3140,Barbados,2009.0,male,5-14 years,0,19379.0,0.0
3141,Barbados,2010.0,male,35-54 years,3,39379.0,7.62
3142,Barbados,2010.0,female,15-24 years,0,18739.0,0.0
3143,Barbados,,female,25-34 years,0,,0.0
3144,Barbados,2010.0,female,35-54 years,0,43369.0,0.0
3145,Barbados,2010.0,female,5-14 years,0,18590.0,0.0
3146,Barbados,2010.0,female,55-74 years,0,26589.0,0.0
3147,Barbados,2010.0,female,75+ years,0,9853.0,0.0
3148,Barbados,2010.0,male,15-24 years,0,18747.0,0.0
3149,Barbados,2010.0,male,,0,18826.0,0.0
3150,Barbados,2010.0,male,5-14 years,0,19462.0,0.0
3151,Barbados,2010.0,male,55-74 years,0,,0.0
3152,Barbados,2010.0,male,75+ years,0,?,0.0
3153,Barbados,2011.0,female,15-24 years,0,18660.0,0.0
3154,Barbados,2011.0,female,25-34 years,0,,0.0
3155,Barbados,2011.0,female,35-54 years,0,43221.0,0.0
3156,Barbados,2011.0,female,5-14 years,0,18501.0,0.0
3157,Barbados,2011.0,female,,0,27506.0,0.0
3158,Barbados,2011.0,female,75+ years,0,10011.0,0.0
3159,Barbados,,male,15-24 years,0,18668.0,0.0
3160,Barbados,2011.0,male,25-34 years,0,,0.0
3161,Barbados,2011.0,male,,0,39290.0,0.0
3162,Barbados,2011.0,male,5-14 years,0,19431.0,0.0
3163,Barbados,2011.0,male,55-74 years,0,23496.0,0.0
3164,Barbados,2011.0,male,75+ years,0,6233.0,0.0
3165,Barbados,2012.0,female,15-24 years,0,18575.0,0.0
3166,Barbados,2012.0,female,25-34 years,0,19421.0,0.0
3167,Barbados,2012.0,female,35-54 years,0,42921.0,0.0
3168,Barbados,2012.0,female,5-14 years,0,18436.0,0.0
3169,Barbados,,female,55-74 years,0,?,0.0
3170,Barbados,2012.0,female,75+ years,0,,0.0
3171,Barbados,2012.0,male,15-24 years,0,18579.0,0.0
3172,Barbados,,male,25-34 years,0,18523.0,0.0
3173,Barbados,2012.0,male,35-54 years,0,?,0.0
3174,Barbados,,male,5-14 years,0,19402.0,0.0
3175,Barbados,,male,55-74 years,0,24339.0,0.0
3176,Barbados,2012.0,male,75+ years,0,?,0.0
3177,Barbados,2013.0,female,15-24 years,0,18473.0,0.0
3178,Barbados,2013.0,female,25-34 years,0,19336.0,0.0
3179,Barbados,2013.0,female,35-54 years,0,42518.0,0.0
3180,Barbados,2013.0,female,5-14 years,0,18384.0,0.0
3181,Barbados,2013.0,female,55-74 years,0,29474.0,0.0
3182,Barbados,2013.0,female,75+ years,0,10306.0,0.0
3183,Barbados,2013.0,male,15-24 years,0,,0.0
3184,Barbados,,male,,0,18365.0,0.0
3185,Barbados,2013.0,male,35-54 years,0,38728.0,0.0
3186,Barbados,2013.0,male,5-14 years,0,19376.0,0.0
3187,Barbados,2013.0,male,55-74 years,0,25209.0,0.0
3188,Barbados,2013.0,male,75+ years,0,6499.0,0.0
3189,Belarus,1990.0,male,35-54 years,729,,60.78
3190,Belarus,1990.0,male,55-74 years,363,714100.0,50.83
3191,Belarus,,male,75+ years,59,,47.81
3192,Belarus,1990.0,male,25-34 years,359,,42.49
3193,Belarus,1990.0,male,,132,702900.0,18.78
3194,Belarus,1990.0,female,75+ years,61,339400.0,17.97
3195,Belarus,1990.0,female,55-74 years,158,,14.34
3196,Belarus,1990.0,female,35-54 years,144,1284200.0,11.21
3197,Belarus,,female,25-34 years,45,839200.0,5.36
3198,Belarus,,female,,24,706500.0,3.4
3199,Belarus,1990.0,male,5-14 years,8,?,1.01
3200,Belarus,1990.0,female,5-14 years,3,763600.0,0.39
3201,Belarus,1991.0,male,35-54 years,756,,62.11
3202,Belarus,,male,75+ years,71,114800.0,61.85
3203,Belarus,1991.0,male,55-74 years,401,747600.0,53.64
3204,Belarus,1991.0,male,25-34 years,342,826400.0,41.38
3205,Belarus,,female,,72,325800.0,22.1
3206,Belarus,1991.0,male,15-24 years,143,699100.0,20.45
3207,Belarus,1991.0,female,,175,1136700.0,15.4
3208,Belarus,1991.0,female,35-54 years,121,1294600.0,9.35
3209,Belarus,1991.0,female,,42,823200.0,5.1
3210,Belarus,1991.0,female,15-24 years,30,,4.27
3211,Belarus,1991.0,male,5-14 years,14,807600.0,1.73
3212,Belarus,1991.0,female,5-14 years,2,781100.0,0.26
3213,Belarus,1992.0,male,35-54 years,845,1236700.0,68.33
3214,Belarus,1992.0,male,55-74 years,459,774900.0,59.23
3215,Belarus,1992.0,male,75+ years,57,?,52.39
3216,Belarus,,male,25-34 years,397,812400.0,48.87
3217,Belarus,1992.0,male,,166,708800.0,23.42
3218,Belarus,,female,75+ years,68,314000.0,21.66
3219,Belarus,1992.0,female,55-74 years,160,,13.66
3220,Belarus,,female,35-54 years,157,1309400.0,11.99
3221,Belarus,1992.0,female,25-34 years,50,811300.0,6.16
3222,Belarus,1992.0,female,15-24 years,31,708000.0,4.38
3223,Belarus,,male,5-14 years,30,,3.65
3224,Belarus,1992.0,female,5-14 years,4,793700.0,0.5
3225,Belarus,1993.0,male,,1072,1254600.0,85.45
3226,Belarus,1993.0,male,55-74 years,577,?,72.77
3227,Belarus,1993.0,male,75+ years,64,105900.0,60.43
3228,Belarus,1993.0,male,25-34 years,454,,57.53
3229,Belarus,1993.0,male,15-24 years,175,,24.2
3230,Belarus,1993.0,female,75+ years,64,310600.0,20.61
3231,Belarus,,female,55-74 years,198,1193700.0,16.59
3232,Belarus,1993.0,female,35-54 years,164,1323600.0,12.39
3233,Belarus,1993.0,female,25-34 years,58,794600.0,7.3
3234,Belarus,1993.0,female,15-24 years,37,713800.0,5.18
3235,Belarus,1993.0,male,5-14 years,18,?,2.16
3236,Belarus,1993.0,female,5-14 years,4,804600.0,0.5
3237,Belarus,1994.0,male,,1156,1258800.0,91.83
3238,Belarus,1994.0,male,55-74 years,671,797700.0,84.12
3239,Belarus,,male,,73,103700.0,70.4
3240,Belarus,1994.0,male,25-34 years,458,,59.25
3241,Belarus,1994.0,male,15-24 years,208,726000.0,28.65
3242,Belarus,1994.0,female,75+ years,69,307500.0,22.44
3243,Belarus,1994.0,female,55-74 years,227,1206100.0,18.82
3244,Belarus,,female,35-54 years,177,,13.25
3245,Belarus,1994.0,female,25-34 years,60,?,7.65
3246,Belarus,,female,15-24 years,36,719700.0,5.0
3247,Belarus,1994.0,male,,16,833400.0,1.92
3248,Belarus,,female,5-14 years,2,,0.25
3249,Belarus,1995.0,male,35-54 years,1222,1274300.0,95.9
3250,Belarus,1995.0,male,55-74 years,699,?,86.8
3251,Belarus,,male,,71,,70.3
3252,Belarus,1995.0,male,25-34 years,475,743800.0,63.86
3253,Belarus,,male,15-24 years,210,734800.0,28.58
3254,Belarus,1995.0,female,55-74 years,197,1220800.0,16.14
3255,Belarus,1995.0,female,75+ years,49,304600.0,16.09
3256,Belarus,1995.0,female,,181,1360000.0,13.31
3257,Belarus,1995.0,female,25-34 years,51,762300.0,6.69
3258,Belarus,1995.0,female,15-24 years,33,729900.0,4.52
3259,Belarus,1995.0,male,5-14 years,12,,1.45
3260,Belarus,1995.0,female,5-14 years,3,807300.0,0.37
3261,Belarus,,male,,1391,1298200.0,107.15
3262,Belarus,1996.0,male,,859,809000.0,106.18
3263,Belarus,,male,75+ years,76,99700.0,76.23
3264,Belarus,1996.0,male,25-34 years,518,?,71.7
3265,Belarus,1996.0,male,15-24 years,224,?,30.12
3266,Belarus,1996.0,female,75+ years,57,302400.0,18.85
